Japanese;English;French;German;
"[Vibrate]ヨ～・ヨ～・YO～♪";"[Vibrate]♪ Yo ho ho!";"[Vibrate]Yo, yo, yo♪";"[Vibrate]Hey, hey!♪";
"ちょっとストップ♪そこの君～♪
　村への持ち込み♪NO～NO～NO～♪";"♪ Careful, now. Don't be a clown.
It don't need to meet your parents,
so don't take it into town!";"Hey, no, yo♪
  L'emmène pas au village, man♪
No, no, no, mon frère♪";"Hey, du kennst doch das Sprichwort:
„Fall nicht mit der Blume ins Dorf!“

Das wär nicht gut, Maaann!♪";
"NO～NO～YOU～♪
　庭は立ち入り禁止だYO～♪";"♪ And don't go beggin' for my pardon.
Just don't go headin' to the garden.
Authorized personnel only, ya know?";"Hey, no, yo♪
  Va pas dans l'jardin, man♪
No, no, no, mon frère♪";"Garten betreten verboten.
Maaann.♪";
"シャイなボーイだ、気に入った♪
　俺のハナシを聞いてくれ♪";"♪ So quiet! Y'know silence glistens.
That's fine with me—I'll just talk.
And you just listen!";"T'es timide, man ?♪
  No problem, yo♪

Tu m'plais, man♪
  Écoute mon histoire, yo♪";"Hast du schon mal was von der
großen Donnerblume gehört,
Maaann?
Die ist der reine, pure Wahnsinn!♪";
"ここにしかない、スペシャルフラワ～♪
　興味あるやつ　YOっといで～♪";"♪ This big flower is only found here!
If you're interested, kid,
you'll wanna get near!";"Elle pousse qu'ici, man♪
  Y en a pas deux comme elle, yo♪

Si ça t'dit, man ♪
  C'est quand tu veux, yo ♪";"Eine Blume für das Blumenkind?
Die gibt's nur hier! Interesse?
Aber kein Stress, Maaann!♪";
"それも人生♪
　また来てYO～♪";"♪ Well, that's just how life goes!
I'm here if your mind changes clothes.";"Reviens voir bibi, man♪
  Et ramène tes rubis, yo♪";"Hast du keine Glitzersteinchen?
Oder hast du nur keine
Lust, Maaann?♪";
"バクハツしても♪
　ドンウォ～リ～♪
何回で～も♪
　はえてくる♪";"♪ And don't gimme any flak.
Big Bomb Flower always grows back!";"T'inquiète Ginette, man♪
  Pas la peine de t'priver, yo♪

Même si elle explose, man♪
  Elle repousse tout le temps, yo♪";"Hey, Blumen wachsen immer nach!
Nimm, so viele du magst, Maaann!♪";
"ちょっと待て！♪
　ここはインドア、ファイアNG♪
ファイア～、ダメダメ♪

火事の元！";"♪ No, oh no.
Oh, no no.
That's a no go.
♪ No fire, no...
But I'm impressed.
You've got courage that shows!";"Hé ho, man♪
  Pas de fire ici, yo♪

C'est IN-TER-DIT, mon frère♪



　　 Risque d'incendie, ho !";"Hey, hey, Feuer!♪
Kein Feuer, hey!♪

Maaann, Feuer ist nichts für Blumen!
Das gilt besonders für diese...♪

Du bist wilder, als du aussiehst,
Donnerblumenkind!♪";
"なんだか熱いと思ったら♪
　また君なのか　クレイジーボーイ♪
ファイア～あそびは……♪

外でやれっ！！";"♪ Knock it off with the fire!
You're makin' me perspire!

♪ 'Less you wanna get everyone fried,
you really should take it all outside!";"J'me disais aussi, man♪
  Il commençait à faire chaud, yo♪

Tu joues avec le feu, man♪
  C'est toi qui vois, yo♪


	 Mais dehors !!!";"Hey, hey, Feuer!♪
Kein Feuer, hey!♪

Spielst du gern mit dem Feuer?
Dann spiel draußen weiter, Maaann.♪";
"俺のソウルが伝わらない？♪
　ア～ユ～クレイジ～？♪
ユ～ア～クレイジ～？";"♪ Oh hey, watch it with those flames!
Accidental explosions are just so lame.";"Mollo sur les flammes, man♪
  J'suis pas chaud pour mourir, yo♪


	　　Crazy man !";"Hey, hey, Feuer!♪
Kein Feuer, hey!♪

Feuer ist der Wahnsinn!
Bist du wahnsinnig, Maaann?!";
"ヘイ・ユ～・ストップ！
　ファイア～・ストップ！！
マジ……

ストーップ！！！！";"♪ Don't bring that heat!
You're gonna ruin my beat
by burning my seat!";"Éteins-moi ça, man♪
  Tu me rends nerveux, yo♪


	　Arrête le fire !";"Hey, hey, Feuer!♪
Kein Feuer, hey!♪

Willst du, dass hier die Hütte brennt?!
Maaann.";
"大バクダン花、超ベンリ～♪
　だけど、バクハツ超キケン♪
だから、村には持ち込みNG♪
　村でバクハツ超キケン♪";"♪ Usin' the Big Bomb Flower?
Watch your back!
That's a whole lotta power!";"La grosse fleur bombe, man♪
  Super pratique, yo ♪

Mais des fois ça pète, man♪
  Alors t'approche pas du village, yo♪";"Die große Donnerblume und das
Donnerblumenkind!♪

Habt Spaß, ihr zwei!
Aber nicht im Dorf.
Yeah.♪";
"大バクダン花、超ベンリ～♪
　だけど時々、超キケン～♪
もっと詳しく知りたいか～い？[ChoiceN]";"♪ Oh yeah, the Big Bomb Flower.
Wanna n-nuh-know about its power?[ChoiceN]";"Super pratique, man♪
  Mais des fois ça pète, yo♪

Tu veux que je t'en parle, man ?[ChoiceN]";"Hey, Donnerblumenkind!♪


Kennst du die große Donnerblume?
Total gefährlich, total nützlich!
Willst du mehr wissen?[ChoiceN]";
"知りたいYO～♪";"♪ Wanna know";"Carrément, yo♪";"Yeah";
"別に……";"No need";"Non, merci.";"Nö";
"どうするYO～♪
　どうするYOU～？♪
大バクダン花の使用料♪
　大特価の200ルピ～♪[ChoiceN]";"♪ Wanna use the Big Bomb Flower?
For just 200 Rupees,
you can stop lookin' so sour![ChoiceN]";"La grosse fleur bombe, man♪
  C'est de la bombe, yo♪

Tu la veux, man ?♪
  C'est 200 rubis, yo♪[ChoiceN]";"Hey!♪
Willst du die große Donnerblume?
Für dich nur 200 Rubine, Maaann![ChoiceN]";
"使いたいYO～♪";"♪ Bo-rro-rrow";"Mais trop, yo♪";"Yeah";
"いいです";"No need";"Non, merci.";"Nö";
"……ルピ～ない奴♪
　NO～NO～NO～♪";"♪ Sorry to say, but I ain't got time
for folks who ain't got a dime!";"T'es trop fauché, man♪
  Pas de bombe pour toi, yo♪";"Keine Rubine,
keine Blume!♪";
"にいちゃん！
ここはオクタ球場だよ！
1回50ルピー
プレイボール！！！[ChoiceN]";"Hey, batta, batta, batta!
Welcome to the Octoball Derby!

It's 50 Rupees per game. How about
it, kid? Wanna give it a swing?[ChoiceN]";"Salut l'ami !
Ici, c'est le terrain d'octoball !

C'est 50 rubis la partie.
Balle en jeu !!![ChoiceN]";"Hallo, mein Freund! Willkommen
beim grandiosen, wundervollen,
bombastischen Oktoball!
Ein Spiel kostet 50 Rubine!
Da musst du mitspielen![ChoiceN]";
"プレイボール！";"Yes";"Balle en jeu !";"Jaaa!";
"いやいや……";"No";"Non merci...";"Bloß nicht!";
"にいちゃん！
ここはオクタ球場だよ
1回50ルピー
今までの、にいちゃんのベストスコアは……
[IntNumberN]だね！
そいじゃ、今回もはりきっていくよー！
プレイボール！！！[ChoiceN]";"Hey there, slugger! Welcome back to
the Octoball Derby.

It's 50 Rupees per game. Your best
score so far is [IntNumberN]!

Wanna give it another swing?[ChoiceN]";"Salut l'ami !
Ici, c'est le terrain d'octoball.

C'est 50 rubis la partie.
Pour le moment, ton meilleur score est
de...
[IntNumberN] !
Allez, donne tout ce que tu as !

Balle en jeu !!![ChoiceN]";"Hallo, mein Freund! Willkommen
beim fantastischen, herrlichen,
gloriosen Oktoball!
Dein bisheriger Rekord liegt bei...
[IntNumberN]!

Ein Spiel kostet 50 Rubine!
Da musst du mitspielen![ChoiceN]";
"プレイボール！";"Yeah";"Balle en jeu !";"Jaaa!";
"いやいや……";"Nah";"Non merci...";"Bloß nicht!";
"そうこなくっちゃ
30球勝負だよ！";"Attaboy, batta boy! Yer on deck. Here
we go! 30 pitches comin' at ya!";"Ouais, c'est ce que je voulais
entendre ! On va te lancer 30 balles,
t'es prêt ?";"Das wollte ich hören!
Mach dich auf 30 Bälle gefasst!";
"はいそこまでー
[IntNumberN]ゲットだね！";"OK, let's see...you got [IntNumberN]!";"C'est fini !
Tu as récolté [IntNumberN] !";"Jaaa! Und das war's!
[IntNumberN] hast du erspielt!";
"まだつづける？
50ルピーだよー[ChoiceN]";"You wanna play again? You know the
drill. It's 50 Rupees per go.[ChoiceN]";"Tu veux continuer ?
C'est 50 rubis.[ChoiceN]";"Möchtest du noch mal spielen?
Nur 50 Rubine![ChoiceN]";
"やるぜ！";"Yes";"Ouais !";"Natürlich!";
"もういい";"No";"J'ai assez joué.";"Hab genug...";
"アタシのオクタちゃんと遊ばなーい？
100ルピーゲットでイイものあげちゃう！
キャハハ！";"My li'l Octorok is bringing the heat!
If ya can manage to score 100 Rupees,
I'll give ya something special, kid!";"Tu veux jouer avec mon Octounet ?
Si t'arrives à gagner 100 rubis, je te
donnerai un truc cool !
Hyahaha !";"Willst du mit meinem kleinen Okto
spielen? Wenn du 100 Rubine
erspielst, gebe ich dir was Feines!";
"壺に3連続ヒットで鳥が飛ぶのよー
鳥に当てると20ルピー！
キャハハ！";"If you hit three pots in a row, you'll
see a bird cross the field. Hit it for an
extra 20 Rupees, kid!";"Si tu touches trois pots à la suite, tu
verras un oiseau arriver et si tu le
touches, tu gagnes 20 rubis !
Hyahaha !";"Triff drei Krüge in Folge, damit ein
Vogel auftaucht. Triff den Vogel,
um 20 Rubine zu bekommen!";
"スライドパッドで構えを変えられるのよー！
キャハハ！";"Move the Circle Pad up and down to
change your batting stance. Your
distance depends on your stance!";"Tu peux changer ton angle de tir avec
le pad circulaire ! Hyahaha !";"Verwende das Schiebepad, um in
einem anderen Winkel zu schlagen!";
"カニに当てると壺が復活！
知ってたー？
キャハハー！";"Here's a pro tip, kid: the pots reset if
you hit one of the crabs.";"Si tu touches un crabe, tous les pots
réapparaissent ! Tu le savais, ça ?

Hyahaha !";"Triff eine der Krabben, damit alle
Krüge wieder auftauchen!";
"100ルピー超え達成だね！
すごい！
ちょっと待ってね
いい物用意するから";"Hoo-wee! You hit the 100-Rupee
mark! Nice job, kid!

Gimme a quick second, and I'll grab ya
something special for that effort!";"T'as gagné 100 rubis !
T'es trop balèze !

Attends une seconde, j'ai truc bien
pour toi.";"Du hast über 100 Rubine erspielt!
Unglaublich!

Warte, ich hab hier was für dich...";
"お待たせ！
100ルピー超えの記念にコレあげる！";"OK, here's your prize for hitting the
100-Rupee mark!";"Et voilà ! C'est ta récompense pour
avoir franchi la barre des 100 rubis !";"So, hier ist es!
Der Preis für das Erreichen
von mehr als 100 Rubinen!";
"もう他にあげる物ないんだけど
まあ、またいつでも遊びにきてよ！";"I'm fresh outta prizes, but come back
and play whenever you want!";"J'ai plus rien à te donner, mais faut
pas que ça t'empêche de revenir jouer
quand tu veux !";"Ich hab zwar keine speziellen Preise
mehr, aber ich hoffe, du kommst
trotzdem mal wieder vorbei!";
"おっ、記録更新だね！
おめでと！";"You set a new record! Congrats!";"Oh, t'as battu ton record !
Félicitations !";"Jaaa, ein neuer Rekord!
Herzlichen Glückwunsch!";
"ちょっと、にーちゃーん！
気をつけて！
オクタちゃんにボールぶつけすぎだよー";"Watch where you're hittin' those
balls, pal! You almost knocked out
my Octorok pitcher!";"Hé ! Attention, l'ami !


Évite d'envoyer la balle sur Octounet.";"Hey, pass doch bitte ein wenig auf!
Du tust meinem kleinen Okto noch
weh!";
"へったくそだなー！
空振りばっかじゃないかー！";"Looks like you need to work on timing
your swings there, big shot! Back to
the junior leagues for you, kid!";"T'es trop nul !
Tu chasses les mouches, ou quoi ?";"Du bist unglaublich schlecht!
Du hast ziemlich oft
vorbeigehauen, was?";
"何か、見ててつまんなかったよ
にいちゃんやる気あるの？";"You fall asleep out there? You gotta
swing if you wanna hit anything!";"J'ai failli m'endormir en te regardant.
Faut le dire si t'as pas envie de jouer,
hein...";"Bist du im Stehen eingeschlafen?
Zumindest sah es so aus!";
"ええっと……
ルピーが足りないよ……";"Sorry, pal. You ain't got enough
Rupees. You got a hole in yer pocket
or somethin'?";"Voyons...
Euh, t'as pas assez de rubis...";"Neeeeiiiiin!
Du hast ja gar nicht genug Rubine!";
"オクタ球場へようこそ！


カニに当てると壺が元通り！


壺に3連続当てると鳥が飛び立つよ


100ルピー以上ゲットしたら
素敵な賞品をプレゼントするよ";"Welcome to the Octoball Derby!


Hit a crab to reset the pots. If you hit
three pots in a row, a bird will fly
across the field.
Get at least 100 Rupees to earn
a healthy prize!";"Bienvenue au terrain d'octoball !


Si vous touchez un crabe, tous les
pots réapparaissent !

Pour faire venir un oiseau, touchez
trois pots de suite.

Gagnez au moins 100 rubis pour
remporter un prix fabuleux.";"Willkommen beim Oktoball!


Triffst du eine Krabbe, erscheinen
alle Krüge wieder! Triffst du drei
Krüge in Folge, erscheint ein Vogel!
Wer 100 Rubine oder mehr
erspielt, bekommt einen
ganz besonderen Preis!";
"あんさん、ワイと勝負しようっちゅうんかい？";"What's up there, buddy? You wanna
take me on? That why you're staring
at me like dat?! Let's do it!";"Tu veux m'affronter, mon gars ?";"Hallo, Hübscher!
Wie wär's mit einem Spielchen?";
"ワイの球、打てるっちゅうんなら
打ってみいや";"Think you can handle the heat I bring?
Then step on up to my kitchen plate!
...I'm still workin' on that one.";"Essaie un peu de renvoyer mes
boulets de canon, pour voir.";"Du meinst, du kannst meine
Bälle treffen?";
"これでもプロ目指しとるんやで";"I may not look like much, but I'm
aiming for the big leagues, pal!
Remember that!";"On dirait peut-être pas, mais je
compte devenir un joueur pro.";"Ich möchte mal ein
Profi-Spieler werden!";
"ぼうし……似合てる？
似合てるて言うてえや";"Whaddya think of my hat? It's official
big league apparel! It suits me, yah?
Say it suits me! ...Please?";"J'ai la classe avec ma casquette,
hein ? Dis que j'ai la classe !";"Findest du, die Mütze steht mir?
Komm, jetzt sag schon, dass ich
hinreißend aussehe!";
"旅立ちまであと三日

　　私にはあの人の思いがわかる
　　あの人のために何ができるだろう？
旅立ちまであと二日

　　あの人は、あいつに騙されている
　　あいつはロクでもないやつだ
　　やさしいあの人はきっと騙される
　　私が何かをしなければ……
旅立ちまであと一日

　　今、溜まっている魔力だけでは
　　片道切符の旅になるかもしれない
　　それでもあの人のために行かねばならない
　　私は決意したのだから";"
3 Days to Go

    She wants to do the right thing.
    I wish I could help her.
    But leaving is my only option.

2 Days to Go

    She's being duped. Doesn't she
    realize that? He's just a leech.
    There's no choice but to go.

1 Day to Go

    I have so little magic. Enough to
    go there—maybe not to come back. 
    But tomorrow must be the day.
    I may never see her again, but
    I vow to save her from all of this.";"
Trois jours avant mon départ...

   Je sais ce qu'elle ressent.
   Mais que puis-je faire pour elle ?


Deux jours avant mon départ...

   Il la manipule, c'est certain.
   Il ne lui apportera rien de bon.

   Elle est si douce, et il en profite.
   Je dois faire quelque chose...


Un jour avant mon départ...

   J'ai suffisamment de magie pour
   partir, mais pourrai-je seulement
   rentrer ? Je l'ignore.
   J'irai quand même. Pour elle.
   Ma décision est prise.";"Noch 3 Tage bis zum Aufbruch
   Ich weiß, was sie denkt...
   Ob ich ihr helfen kann?
Noch 2 Tage bis zum Aufbruch
   Sie lässt sich von ihm täuschen.
   Er hat nichts Gutes im Sinn.
   Er nutzt sie aus.
   Ich muss etwas tun!

Noch 1 Tag bis zum Aufbruch
   Die darin verbleibende Magie reicht
   womöglich nur für den Hinweg.
   Nichtsdestotrotz muss ich gehen.
   Für sie.
   Mein Entschluss steht fest.";
"………誰！？";"...?!";"... Qui va là ?!";"...Wer ist da?!";
"……

……アンタ！？

あの時の！？

アタシのこと覚えているかい？";"...


...You?!


...D'you remember me?


From...that one time?! When we...?!";"...


... Mais t'es... ?


T'es le garçon de la dernière fois ?!


Tu te souviens de moi ?";"...Du!?


Der mir geholfen hat, zu entkommen?


Erinnerst du dich an mich?";
"命からがら
あの村からここまで逃げてきたの
アタシはもう……
あの村にはいられないからね……";"How about now?! That village freaked
me out, so I came here!

I just...couldn't stand being there
anymore.";"J'ai réussi à m'enfuir du village
de justesse.

Je... Je pouvais plus rester là-bas.";"Ich bin Hals über Kopf aus dem Dorf
abgehauen. Ich hab genug von dem
ganzen Pack!";
"……あん時は色々と世話になったね

そこの宝箱の中身
持ってっていいよ
まあ……クスねたものだけどね
アタシ、盗賊だからさ";"I don't know if I ever thanked you. I
kind of lose my manners sometimes.
You really helped me out. So...thanks.
That treasure chest is yours. Go on
and take it. Just don't ask me where
I got it from.";"... Tu m'as bien aidée la dernière fois.


Tu peux prendre ce qu'il y a dans le
coffre, là-bas.

C'est aussi un truc que j'ai chapardé,
mais bon... J'suis une voleuse, après
tout.";"Du hast mir damals sehr
aus der Patsche geholfen...

Also gut, den Inhalt dieser Kiste
kannst du haben.

Es ist gestohlen, aber lass uns da mal
ein Auge zudrücken. Ich bin halt eine
Diebin, was soll ich machen?";
"……ミンナニ ナイショダヨ";"How about we just keep this a
secret to everybody?";"... Ça reste entre nous.";"Und behalte das Ganze für dich, ja?";
"……このお面？
ああ …これも盗んできたものよ
あの村に、お面をつけた連中が
いたでしょ？
アイツら、「魔物になれば助かるんだー」って
必死になってお面かぶってんだ
ほんとバカバカしいわ

でも これを付けてれば
アタシも顔がバレなくて済むでしょ？
だからコッソリ盗んできたのさ
アタシ、盗賊だからさ";"What do you think about this mask?
Kind of creepy, isn't it? Everyone in
the village is wearing one of these.
I swiped mine from an abandoned
house. Well, it was probably
abandoned. No one was there, OK?
I don't really know what this mask is
supposed to be... The important thing
is that it conceals my identity.
There is no honor among thieves,
y'know? Heheheh...";"... Ce masque ? Ah, oui, ça aussi je
l'ai piqué.

T'as vu les gens qui portaient des
masques, dans le village ?

Ils disent qu'en devenant des
monstres, ils trouveront le salut.
Ils sont complètement désespérés.
Moi, je les trouve juste stupides.


En tout cas, si je porte ce masque,
ils me reconnaîtront pas.

C'est pour ça que je l'ai piqué. Je suis
une voleuse, après tout.";"Die Maske?
Klar ist die auch gestohlen.

Du hast im Dorf ja sicher auch diese
Spinner gesehen, die immer maskiert
rumlaufen.
Die glauben anscheinend, dass wir
nur zu retten sind, wenn wir alle
zu Monstern werden... Lächerlich!
Andererseits auch ganz praktisch
für mich. So kann mich niemand
erkennen!
Also habe ich nicht lange gezaudert,
sondern sie ganz einfach mitgehen
lassen. So bin ich halt.";
"ウチのカワイイぃ～　子亀ちゃんたちぃ～
もどっといでぇ～
なんで1匹も戻らへんのやろぉ～？
何かあったんやろ～かぁ～？";"Oh no! I got separated from my little
turtles. You have to help me look for
them—you just have to!";"Oh mes pauvres petits. Aucun d'entre
eux n'est encore revenu ! Qu'a-t-il
bien pu leur arriver ?";"Ich habe meine Kleinen aus den
Augen verloren...

Nicht eines von ihnen ist zurück!
Ihnen wird doch nichts zugestoßen
sein?";
"あ～　怖かったぁ～
おか～ちゃんのトコにぃ～　帰る途中でぇ～
不良モンスター達にぃ～　絡まれてぇ～
帰るにぃ～　帰れなくてぇ～
ほんまぁ～　助かったわぁ～
おに～ちゃん　ありがとぉ～";"Oh, thank you, thank you, thank you!
That was so terrifying! I didn't know
what I was going to do!";"Hou là là, la peur de ma vie !


Une bande de vilains monstres m'a
tendu un piège alors que je retournais
chez ma maman !
Impossible de m'échapper, rien à
faire ! Alors merci, monsieur, oh
oui, merci !";"Ich hatte solche Angst!
Jetzt schwimme ich schnell
zu meiner Mama zurück.
Diese schlimmen Monster hatten mich
umzingelt! Ich hätte nie gedacht,
dass ich da noch mal rauskomme.
Vielen Dank für die Rettung,
großer Held!";
"うぇ～ん～　もうずっとぉ～
降りられへんのかとぉ～　思てたぁ～
やっぱりぃ～　水の中がぁ～
落ち着くわぁ～
おに～ちゃん
ほんまぁ～　ありがとぉ～";"Oh, thank you, thank you, thank you!
That wall was so sticky! It wouldn't
let me go!";"Eh ben, je pensais que je n'arriverais
plus jamais à descendre. Ça fait du
bien de retourner dans l'eau. Merci !";"Ach, ich habe so lange da oben auf
Rettung gewartet. Ich dachte, dass
ich nie wieder von dort fortkomme!
Hier im Wasser geht es mir schon
viel besser!

Vielen Dank für die Rettung,
großer Held!";
"おに～ちゃん　助けてくれてぇ～
ありがとぉ～
起き上がられへんしぃ～
魔物はいるしぃ～でぇ　困ってたのぉ～
おか～さん　心配してるやろ～なぁ～
急いで帰らなぁ～　じゃ～ねぇ～";"Oh, thank you, thank you, thank you!
I was so stuck! I didn't know what to
do! Everything was upside down!";"Merci, monsieur ! J'étais bien embêté,
j'arrivais pas à me retourner.

Et avec les monstres qui rôdent,
par-dessus le marché... Quelle
frousse j'ai eue !
Je ferais mieux d'aller rassurer
ma maman, elle doit être morte
d'inquiétude ! À bientôt !";"Vielen Dank für die Rettung,
großer Held!

Ich kam nicht mehr auf die Beine...
Und, und da waren Monster...
Und, und ich hatte solche Angst!
Mama macht sich bestimmt schon
Sorgen! Ich schwimme besser
schnell zu ihr zurück.";
"ウチのぉ～　子どもをぉ～
助けてくれてぇ～　ありがとぉ～
でもぉ～　まだ2匹ぃ～
もどってきてへんのよぉ～";"Thank you so, so, so much! But there
are still two of my little babies out
there! Oh, you have to find them!";"Merci d'avoir secouru mon petit !
Mais il en reste encore deux dont
je suis sans nouvelles.";"Ich danke dir für die Rettung meines
Kleinen.

Doch noch fehlen zwei...";
"ウチのぉ～　子どもたちをぉ～　
助けてくれてぇ～
ほんまぁ～　おおきにぃ～

でもぉ～　あと1匹ぃ～
戻ってきてへんのよぉ～
あの子はぁ～　気が弱い子やからぁ～
変な輩に絡まれてないかぁ～　心配やわぁ～";"Thank you! But one of my little babies
is still out there! He's very sensitive.
I hope no one is picking on him!";"Merci d'avoir retrouvé mes chers
petits ! Il n'en manque plus qu'un.

C'est un grand froussard, alors
j'espère que personne ne cherche
à l'embêter.";"Ich weiß gar nicht, wie ich dir für die
Rettung meiner Kleinen danken kann.

Doch eines ist noch nicht zurück...
Wo kann es nur stecken?

Es ist ein wenig ängstlich. Ich mache
mir Sorgen, dass jemand ihm etwas
Böses will...";
"ウチのぉ～　子どもたちをぉ～
助けてくれたみたいでぇ～
ほんまぁ～
おおきにぃ～
でもぉ～　まだ1匹ぃ～
戻ってきてへんのよぉ～
怖がりやのにぃ～
好奇心だけは旺盛なのぉ～
変な場所に行ってぇ～　戻ってこれなくぅ～
なってなければぁ～　いいんやけどぉ……";"Thank you so much! But one of my
little babies is still out there! He's
always getting stuck in odd places!";"Merci d'avoir retrouvé mes chers
petits ! Il n'en manque plus qu'un.

Il a le vertige, pourtant il ne peut
pas s'empêcher d'explorer le
moindre recoin...
J'espère qu'il ne s'est pas mis dans
une situation délicate...";"Ich weiß gar nicht, wie ich dir für die
Rettung meiner Kleinen danken kann.

Doch eines ist noch nicht zurück...
Es will immerzu die Welt erforschen,
leidet aber unter Höhenangst.
Ich fürchte fast, dass mein kleiner
Entdecker den Weg zurück nicht mehr
finden konnte...";
"ウチのぉ～　子どもたちをぉ～
助けてくれたみたいでぇ～
ほんまぁ～
おおきにぃ～
でもぉ～　あと1匹ぃ～
戻ってきてへんのよぉ～
よく転ぶ子やしぃ～
心配やわぁ～";"Thank you! But one of my little babies
is still out there! I hope he didn't fall!
He can't roll himself over yet!";"Merci d'avoir retrouvé mes chers
petits ! Il n'en manque plus qu'un.

Il se retourne souvent sur le dos,
alors je me fais toujours un sang
d'encre pour lui...";"Ich weiß gar nicht, wie ich dir für die
Rettung meiner Kleinen danken kann.

Doch eines ist noch nicht zurück...
Ich mache mir Sorgen, denn es verliert
oft sein Gleichgewicht und stolpert.";
"ウチのぉ～　子どもたちをぉ～　
み～んなぁ～　助けてくれてぇ～
ほんまぁ～　おおきにぃ～

なんもぉ～　お礼はぁ～
できませんけどぉ～
よかったらぁ～
背中にぃ～　乗ってみませんかぁ～？
「遊覧船みたいや～」って
子どもたちからもぉ～　評判ですねん～
……土足？

そんなんカメへんカメへ～ん
さあぁ～　お乗りよしぃ～";"You found all of my babies! Thank
you so much! I'm sorry I don't have
anything I can offer you as a reward.
If you need a ride somewhere, you
can go ahead and hop on, though!";"Merci d'avoir secouru tous mes
petits ! Hélas, je n'ai pas grand-chose
à t'offrir pour te montrer ma gratitude.
Mais tu peux monter sur notre
carapace, si tu veux. Mes petits
adorent jouer à ça. Allez, viens !";"Wie kann ich dir nur für die Rettung
meiner Kleinen danken?

Ich habe nichts, was ich dir zum Dank
geben könnte. Du kannst mir aber auf
den Rücken steigen, wenn du magst!
Dann fahre ich dich gern etwas herum!
Den Kleinen gefällt das auch immer...

Was? Du machst dir Sorgen, dass
deine Schuhe schmutzig sind?

Ich bin doch eine Schildkröte und kein
Teppich! Das bisschen Schmutz macht
gar nichts aus. Steig nur auf!";
"あ～　怖かったぁ～
おか～ちゃんのトコにぃ～　帰る途中でぇ～
不良モンスター達にぃ～　絡まれて～
帰るにぃ～　帰れなくてぇ～
おに～ちゃん
ほんまにぃ～　ありがとぉ～
また絡まれたらぁ～　嫌やしぃ～
急いでぇ～　おか～ちゃんトコ戻らな～";"Oh, thanks! That was just harrowing!
Those meanies were so...mean! I hope
my mom isn't worried about me!";"Hou là là, la peur de ma vie !


Une bande de vilains monstres m'a
tendu un piège alors que je rejoignais
ma maman !
Impossible de m'échapper ! Alors
merci, monsieur, oh oui, merci !

Je vais vite rejoindre ma maman !";"Ich hatte solche Angst!
Jetzt schwimme ich schnell
zu meiner Mama zurück.
Diese Fieslinge hatten mich
umzingelt! Ich hätte nie gedacht,
dass ich da noch mal rauskomme.
Vielen Dank für die Rettung,
großer Held!";
"うぇ～ん～　もうずっとぉ～
降りられへんのかとぉ～　思ってたぁ～
助けてくれてぇ～　ありがとぉ～
やっぱり水の中が一番ですぅ～
……安心したらお腹すいちゃった
じゃあ、ボクはお家に帰りますぅ～";"Thanks! Oh, that was just terrifying! I
thought I was going to be stuck there
forever! I hope my mom isn't worried!";"Eh ben, je pensais que j'arriverais plus
jamais à descendre. Ça fait du bien de
retourner dans l'eau. Merci !
Mais je commence vraiment à avoir
faim, je ferais mieux de rentrer !";"Ach, ich habe so lange da oben auf
Rettung gewartet. Ich dachte, dass
ich nie wieder von dort fortkomme!
Vielen Dank für meine Rettung!
Hier im Wasser ist es doch am besten.

Jetzt aber schnell heim zu Mama...
Ich habe solchen Hunger!";
"おに～ちゃん、助けてくれてぇ～
ありがとぉ～
起き上がられへんしぃ～
魔物はいるしぃ～でぇ　困ってたのぉ～
おか～さん　心配してるやろ～なぁ～
急いで帰らなぁ～　じゃ～ねぇ～";"Thanks! Oh, that was just horrifying! I
couldn't roll back over! I hope my
mom isn't too worried about me!";"Merci, monsieur ! J'étais bien embêté,
j'arrivais pas à me retourner.

Et avec les monstres qui rôdent,
par-dessus le marché... Quelle
frousse j'ai eue !
Je ferais mieux d'aller rassurer
ma maman, elle doit être morte
d'inquiétude ! À bientôt !";"Vielen Dank für die Rettung,
großer Held!

Ich kam nicht mehr auf die Beine...
Und, und da waren Monster...
Und, und ich hatte solche Angst!
Mama macht sich bestimmt schon
Sorgen! Ich schwimme besser
schnell zu ihr zurück.";
"お客さん、さすがにお目が高い！
当店自慢の[InsertMark]でございやす
[IntNumberN]ルピーです
バーンと買っちゃう？[ChoiceN]";"Sir, what can I tell you? You have
impeccable taste! This is our famous
[InsertMark]. It costs [IntNumberN] Rupees.
Why not snap it up now and save?[ChoiceN]";"Je vois que tu es un connaisseur !
Cette [InsertMark] est la fierté de ma
boutique.
Il t'en coûtera [IntNumberN].
Achète-la, tu le regretteras pas ![ChoiceN]";"Ah, ein echter Kenner!
Hier haben wir [InsertMark],
ausgezeichnete Wahl!
Nur [IntNumberN] Rubine.
So ein Angebot darf man
sich nicht entgehen lassen![ChoiceN]";
"買っちゃいます";"Yes";"J'achète !";"Kaufen";
"やめちゃいます";"No";"Non, merci.";"Nicht kaufen";
"容れ物が無いと、売れないんだなーこれが";"I'm afraid I can't sell you this unless
you have an empty container for it.";"Si tu n'as pas de récipient, je ne peux
pas te la vendre.";"Wenn du kein Gefäß zum Befüllen
hast, kann ich dir das leider nicht
verkaufen.";
