Japanese;English;French;
"やったぁ！ そうこなくっちゃ！";"I knew you wouldn't let me down!";"Merveilleux ! Je savais que je pouvais
compter sur toi !";
"えぇ～～
パパに 言いつけちゃうゾ！";"Really?! I'm telling Father about this!";"Tu es sérieux ?
Je vais le dire à mon père !";
"えぇ～～
キミなら キット 手伝ってくれると
思ってたのに！！";"Really?! I thought for sure you'd be
willing to lend a hand.";"Tu es sérieux ? Et moi qui croyais que
tu allais nous aider...";
"もぉ～～
つまんな～～い！";"Ugh... Are you always this boring?";"Quoi ? Ça t'arrive d'être sympa de
temps en temps ?";
"さ～すが～っ！
もう かぼちゃを運んじゃったのネ！

とりあえずここのお手伝いは
おしまいヨ！

ア・リ・ガ・ト！";"I just knew you would come through.
You managed to carry them all!


I guess that means you're done carrying
pumpkins!


Thank you very much!";"Tu as réussi, j'en étais sûre !



Très bien, je te laisse tranquille avec
mes citrouilles, à présent !


Merci de tout cœur !";
"さ～すが～っ！
ちゃんと かぼちゃを運べたのネ！
やっぱり頼むなら キミしか いないわ！
じゃあ お礼の50ルピー ネ！";"I knew you would come through for me!
Somehow you carried them all.
You're the one I can trust to get the
job done!
Here's 50 Rupees for your hard work.";"Tu as réussi, j'en étais sûre !
Je savais bien qu'on pouvait te confier
cette tâche délicate !

Voilà 50 rubis pour toi !";
"また よろしく お願いネ！
ア・リ・ガ・ト！";"Thank you very much! I hope you'll
stop in again soon.";"Merci de tout cœur !
Repasse nous voir quand tu veux !";
"あ～あ 落としちゃったの？
だらしないわネェ・・・

もう一度挑戦したかったら
こっちに来てネ！ ";"Awww, you dropped them! You can't
be careless like that...


If you want to try again, come on
over here.";"Oh non ! Tu les as fait tomber, nigaud !
Qu'est‐ce qu'on va bien pouvoir faire
de toi...

Tu peux réessayer, si tu penses que tu
peux faire mieux que ça.";
"・・・さてと 収穫も済んだし
新しい種を植える前に
もう一度 畑を耕さないとネ！
・・・どこかに畑を耕すのが
上手な人は いないかしら・・・？";"Now that the pumpkins have been
harvested, the field needs to be plowed
before we can plant new seeds!

If I could only find someone who
was good at plowing...";"Maintenant que la récolte est terminée,
il ne reste plus qu'à planter de
nouvelles citrouilles. Mais avant, il
faut labourer la terre !
Où est‐ce que je pourrais bien trouver
quelqu'un qui sache labourer ?";
"あ！ そうだ ちょうど良かったわ！
キミもここに来たのなら
ちょっと 汗かいていきましょうヨ！
また かぼちゃを 納屋に運ぶのを
手伝って もらえるかしら？
キチンと お礼はするわヨ！
   • がんばる   • やめておく";"Oh! Perfect timing! How do you
feel about breaking a sweat with some
honest work?

Think you can help carry pumpkins
to the storage shed? I'll pay you.
   • Sure!   • No, thanks.";"Te voilà ! Tu me sauves la vie !
Que dirais‐tu de piquer une petite
suée pour la bonne cause ?

J'ai à nouveau besoin de tes talents de
porteur de citrouilles.
Tu veux bien, dis ? Je te paierai !

   • Allons‐y !   • Non,
désolé";
"また しばらくしたら
かぼちゃの収穫お願いネ！
かっこいい 騎士さん！";"I hope I can count on you when it comes
time to harvest the pumpkins again.
You strong knight, you!";"J'espère que tu reviendras récolter
mes citrouilles un de ces jours !
Mon preux chevalier !";
"あっ！ こないだは
かぼちゃを 運ぶのを手伝ってくれて
どうもありがとう！
おかげで
次の種を植えることが
できそうだわ！
ところで この畑を
ひとりで 耕すのは
かなり大変なのよネェ～～～！
・・・どこかに畑を耕すのが
得意な人は いないものかしら？
   • いると思う   • いない";"Oh! Thanks for helping me carry the
pumpkins the other day.


Thanks to you, we're ready to plant the
new seeds!


The only thing is, plowing the patch so
that it's ready to be planted
is hard work!

If only there was someone who was
really good at plowing the field...
   • I know someone!   • No idea...";"Salut ! Merci encore pour ton aide de
l'autre jour, avec les citrouilles.


Nous sommes presque prêts à en
planter de nouvelles !


Le problème, c'est qu'il faut d'abord
labourer la terre...
Et toute seule, c'est pas facile...

Mais où pourrais‐je bien trouver
quelqu'un qui sache labourer ?
   • Je sais !   • Aucune
idée...";
"え～～！
かよわい女の子が ひとりで
畑を耕すんだよ！ それでもいいの？
騎士っぽくない～！";"Oh, come on! Are you telling me you're
OK with a cute girl like me working the
field all by herself?! Some chivalrous
knight you are!";"Mais enfin ! Ne me dis pas que ça ne
te dérange pas de savoir qu'une jolie
fille comme moi est obligée de
s'éreinter à labourer son champ !
Quand je pense que je te prenais pour
un noble chevalier... C'est du propre !";
"本当！？
じゃあ お願いしちゃおうかしら？

・・・その人が見つかったら
ここに連れてきてネ！";"Really?! If that's the case, I'd love to
ask this person to help me out.


If you find this person, please tell them
to come find me right away! OK?";"C'est vrai ?!
Il faut vraiment que je fasse venir
cette personne ici !

Si jamais tu la croises à nouveau, ça
serait gentil de me l'amener.
Tu veux bien ?";
"本当にお手伝いを
してくれる人なんて いるのかしら？

・・・まあ いいわ！
気長に待たせてもらうわネ！";"Is there really someone who would
help me out?


Well, I'll try to keep my hopes up and
just wait here patiently until they
show up.";"J'espère que tu ne dis pas ça
uniquement pour me rassurer...


Bon, un peu d'optimisme n'a jamais tué
personne, de toute façon.
J'attendrai patiemment ton ami ici.";
"・・・畑を耕してくれる人
早く見つかってくれるといいなぁ・・・";"I sure hope you can find someone to
plow the patch soon...";"Tu n'as pas l'intention d'aller le voir
bientôt, ton ami laboureur, par
hasard ?";
"やった～！
見つけてくれたのネ！";"Yay! You found someone, didn't you?!";"Merveilleux ! Tu l'as trouvé !";
"・・・えっ
人じゃないんだ・・・

ふぅ～ん
このモグラが畑を
耕してくれるんだぁ～";"Wait a second... This isn't a person...



Ah, so you're saying that this mole
is going to plow the patch for me?";"Mais... Tu vois bien que ce n'est pas
une personne...


Ooh, je vois... Les taupes creusent le
sol, c'est comme ça qu'il va labourer
ma terre...";
"あ がんばって くださいネ！！
お・じ・さ・ん！";"Well, good luck, Mr. Mole Man!";"Très bien, dans ce cas !
Merci beaucoup monsieur Taupe !";
"わぁ～～っ！
スゴイ スゴイッ！！";"Wow! Look at that! That's amazing!";"Ça alors !
C'est absolument extraordinaire !";
"わあ もう いっぺん やって！ やって！";"Wow! One more time! Please?!
Again! Again!";"Vous voudriez pas recommencer,
dites ? Oh, s'il vous plaaaît !";
"こんなステキなおじさんを
連れてきてくれるなんて
助かっちゃったわ！
これから ドンドン働いて
もらっちゃおうっと
ア・リ・ガ・ト・ネ！";"I am so grateful that you brought 
this lovely guy to help me!


I'm going to ask him to help with all
kinds of things! Thank you very, very,
very much!";"Quelle bonne idée tu as eue de me
présenter ce bon monsieur Taupe !
Comme il est brave, et utile !

Et j'ai tellement de choses à lui faire
faire par ici...
Merci de tout cœur !";
"アノおじさんがいれば
畑仕事も 百人力ネ！
ほんとに助かっちゃうわぁ！";"The fields are in good hands...er,
claws? He can easily do the work of a
hundred people! I'm so lucky to have
him around.";"Le plus incroyable, c'est qu'il abat
le travail d'une centaine d'ouvriers à
lui tout seul ! Je lui en suis tellement
reconnaissante...";
"あら？
かぼちゃ畑の収穫を
手伝いたいのかしら？
・・・でも もう遅いから
明日の朝になったら お願いネ！
畑で待ってるから！";"Are you looking to help out with 
pumpkin picking?


It's kind of late to be harvesting now...
How about you come back tomorrow
morning? Me and the patch will
be waiting!";"Tu viens proposer tes services pour la
récolte de citrouilles ?


Il est un peu tard pour ça, tu ne crois
pas ? Tu ne veux pas revenir quand il
fera jour ? Le plant va pas s'envoler,
tu sais...";
"うふ！ モグラのおじさんのおかげで
畑仕事も 順調ヨ！
かぼちゃも いっぱいできるわヨ！";"Teehee! Ever since the mole man came,
work on the patch has been going like a
dream!

We can grow way more pumpkins now!";"Depuis l'arrivée de monsieur Taupe,
la culture des citrouilles est devenue
une partie de plaisir ! Notre production
de citrouilles va décoller !";
"この依頼が 感謝の気持ちと
関連がある事象の確率90%

この少女の捜索対象である
畑を耕してくれる人物を
ダウジングで反応するよう設定可能
ただし 他の人物からの依頼品を
探索中の場合 そのダウジングは
はずれてしまいます
畑を耕せそうな人物を ダウジング反応
するように設定しますか？
   • お願い   • 今はいい";"I calculate a 90% chance that this
request is in some way connected to
Gratitude Crystals.

Your dowsing ability can be calibrated
to locate the person who will plow the
pumpkin patch for this girl.

However, if you are searching for
another object that someone has
asked you to find, that target will be
removed when you switch to this target.
Do you wish to set your dowsing target
as a person to plow the pumpkin
patch?
   • Yes!   • Not yet.";"La probabilité que cette quête ait un
rapport avec l'obtention de cristaux
de gratitude est de 90 %.

Je peux ajouter l'individu capable de
labourer le champ de cette jeune fille
aux cibles à détecter.

Toutefois, si vous êtes à la recherche
d'un autre objet pour quelqu'un
d'autre, cet objet sera retiré de la
liste des cibles à détecter.
Voulez‐vous que je règle la détection
pour réagir à un individu capable de
labourer un champ ?
   • S'il te plaît   • Pas encore";
"イエスマスター
設定する場合は この人物に
話しかけてください";"Understood, Master. Should you wish
to assign the person in question as a
dowsing target, talk to this girl again.";"Très bien, Maître.
Si vous souhaitez régler la détection,
parlez à nouveau à cette jeune fille.";
"イエスマスター
畑を耕せそうな人物を設定します";"Understood, Master. I will set your
dowsing target to find an individual
who can plow the pumpkin patch.";"Très bien, Maître.
J'ai enregistré l'individu capable de
labourer un champ.";
"この者が捜している人物が
ダウジング反応の対象から
外れております
ダウジングの反応を
畑を耕す人物に設定しますか？
   • お願い   • 今はいい";"Your dowsing ability is not currently
set to locate the individual this person
seeks.

Do you wish to set your dowsing ability
to locate a person who will plow the
pumpkin patch?
   • Yes!   • Not now.";"La fonction détection n'est pas
actuellement configurée pour localiser
l'individu que recherche cette jeune
personne.
Dois‐je régler la détection pour réagir
à un individu capable de labourer un
champ ?
   • Oui, merci !   • Pas
maintenant";
"イエス マスター


この者が捜している人物を
ダウジングで反応するように
設定しました";"Understood, Master.



Your dowsing ability has been set to
locate the type of person she is
currently looking for.";"Très bien, Maître.



La fonction détection est à présent
configurée pour réagir à l'individu
recherché par cette jeune fille.";
"イエス マスター
ダウジングの設定を
キャンセルします";"Understood, Master. I will cancel your
current dowsing target.";"Très bien, Maître.
La configuration de la fonction
détection est annulée.";
"なんじゃ ワシに 畑の仕事を
させる気か！！ 

ワシに そんな事を させるために
こんな 空たかくまで連れてきたのか？";"C'mon! Are you seriously trying to get
me to work on a field all day?!


Is that why you hauled me all the way
up here into the sky?";"Non mais oh, dis‐moi qu'c'est une
blague ! Labourer toute la journée ?
C'est pour ça qu'tu m'as fait v'nir ici ?";
"え！ ・・・ うむ・・・ まあ
ちょっと やってみたろうか！";"What?! But you... Well...I suppose...
I guess I could at least give it a try.";"Non mais... Je... Enfin...
Bon, j'imagine qu'ça mange pas d'pain
d'faire un essai...";
"ほれ どうでい！？";"Hey! So what d'ya think?!";"Alors, qu'est‐ce que vous dites de ça ?!";
"ふぉふぉふぉ・・・ そうか
それほど すごいって
わけでもないぞ
我々 モグマ族にとって
土を掘るのは 朝飯前じゃ！！";"Hah... Ya think? Well, it was nothin'
really.


Rootin' around in the dirt is child's
play for us Mogmas!";"Hohoho... Vous trouvez ?
Pourtant, laissez‐moi vous dire
que c'était rien, ça, ma p'tite dame !

Chez nous, le premier gamin v'nu vous
fait la même chose !";
"フィ～～ッ！
よぉぉし いっちょ がんばるぞぉ！！";"Hooo yeah! I'm gonna show you how
it's done!";"Recule‐toi, p'tit gars !
Laisse faire le pro !";
"ホッホッホ・・・
今日も 一日 がんばって
疲れたわい！
だけどな あの娘の
姿を見ると その疲れもふっとぶわ！

しかし・・・ あの娘のワシを
見る視線・・・

あれ きっと ワシのこと
ホレとるんじゃなかろうか？

よおぉぉし 明日もがんばるぞ！";"Hah... Nothing better than a dirty
day's work to make a guy feel alive!


Especially when I see that girl. Makes
all the tiredness just melt away!


Say...have you seen the way she's
been eyeing me?


I think maybe that girl's fallen for me!



Lemme tell you, it makes me want to 
work even harder tomorrow!";"Hohoho...
Rien d'tel qu'une bonne journée de
boulot pour se dérouiller !

Et laisse‐moi t'dire qu'avec cette jolie
fille sous les yeux, on sent pas la
fatigue !

Mais dis‐moi... t'as vu comme elle me
regardait, la petite ?


En voilà une qui en pince pour moi ou
je m'y connais pas !


Alors là, demain, je mets le turbo !";
"よっしゃぁ！！
それ！ いくぞ！";"Oh yeah! Here I go!";"Wouhou ! C'est parti !";
"コラァ～ッ！


ちょっとこっちへ
降りて来んかいッ！！";"WHY WOULD YOU DO
THAT?!


Get down and come here this instant!";"Non mais ça va pas ?!



Viens ici tout de suite !";
"いらっしゃい！ ここは 鳥乗りたちの
いこいの場所 パンプキンバーだ

おらっちの 特製 かぼちゃスープが
飲めるのは ここだけだぜ！？

どうだ いっちょ かぼちゃスープ
飲んで 元気つけてくか？
   • ちょっとだけ   • いらないです";"Welcome to every bird rider's favorite
rest stop, the Lumpy Pumpkin!


This is the one and only place you can
enjoy some of our famous pumpkin
soup!

What do you think? Want to try a bit
and see what all the buzz is about?
   • Just a little.   • I'll pass.";"Bienvenue à la Citrouille perchée,
l'estaminet favori des plus grands
chevaucheurs célestes !

Il n'existe pas de meilleur potage que
ma soupe de citrouille maison !


Que dirais‐tu d'en goûter une lichette,
histoire de savoir ce que tu rates ?
   • Juste un peu   • Non merci";
"いらっしゃい！！
どうだ 景気づけに かぼちゃスープ
飲んで 元気つけてくか？
   • ちょっとだけ   • いらないです";"Welcome! Can I interest you in a
little pumpkin soup pick-me-up?
   • Just a little.   • I'll pass.";"Bien le bonjour, gamin !
Que dirais‐tu d'un petit remontant ?
J'ai justement de la soupe de citrouille
sur le feu !
   • Juste un peu   • Non merci";
"お まだまだ 若いのに おらっちの
スープの味がわかるたあ 
大人だね！！
いっぱい 10ルピーだが 買うかい？
   • 買う   • やめる";"I'm impressed that a young man like
yourself can appreciate the refined
taste!

Just 10 Rupees a bottle. Interested?
   • Fill 'er up!   • No, thanks.";"Eh ben, si je m'attendais à ça !
Un gamin qui apprécie ma soupe, je
crois bien que c'est la première fois !

Si tu veux en emporter une dose,
c'est 10 rubis.
   • J'achète !   • Non merci";
"金がないみたいだなぁ・・・
まあ またにしてくれや";"Looks like you don't have enough
money. Maybe next time, then?";"On dirait bien que t'es fauché...
Reviens me voir plus tard.";
"そうかい そうかい まあ
ここは スープだけでなく 色んな人と
交流を 楽しむ場でもある！
ゆっくり していきな！
ただし！！！
物壊したり 暴れたりするなよ！
特に 上のシャンデリアは おらっちが
オーダーメードで買った
特製シャンデリアだ！！
ゆらしたり すんじゃねえぞ！！";"I get it. Sure. This place is good for
more than just drinking soup. You can
also meet some colorful folks here.
Make yourself at home!
But don't break anything or make a
mess of my pub.


Especially my special-ordered,
custom-made chandelier hanging from
the ceiling!

I don't want to see you shaking it!
Don't even look at it sideways.
Am I clear?";"Y a pas que la soupe qu'est agréable,
par ici. Tu peux rencontrer des olibrius
hauts en couleur dans ce bar !
Pose‐toi donc un instant et détends‐toi.
Y a qu'une seule règle ici :
interdiction FORMELLE de détruire
ou déranger quoi que ce soit dans
mon bar !
Je vais même être plus précis :
pas touche à mon lustre, compris ?
Il est sur mesure et hors de prix.

Alors que je te prenne pas à t'y
accrocher !";
"そうかい そうかい
まあ シャンデリア代は
仕事で返してもらうからな・・・
しばらくしたら
また 顔を出してくれよな！";"I see. Well, I guess you'll just have to
work off the cost of that chandelier.


Give me some time and come back
and see me. Got that?";"Je vois...
Dans ce cas, tu vas devoir travailler
pour moi, mon garçon, pour
rembourser mon lustre.
Reviens me voir quand tu repasses
par ici.";
"これで おまえがシャンデリアを
壊した分は すべて チャラに
してやるぜ！
よく がんばったな！
途中で音をあげるかと 思ったが
結構 根性あるじゃねぇか！
また しばらくしたら 来いよ！
今度は 客としてな！";"I think you've done enough work to
make up for breaking my chandelier.
You're off the hook, kid. I'd even say
you did a good job!
I thought you might give up part way
through, but you stuck it out.


I hope you'll come back and see 
us again, but as a customer next time!";"Tu as enfin remboursé mon lustre,
gamin ! Beau travail !


Faut bien dire que je pensais pas que tu
tiendrais jusqu'au bout.


La prochaine fois que tu passes, tu
seras à nouveau mon client !";
"おう 来たな！ さあ 次は何を
やってもらおうかな・・・！？

ん！？ なんだ・・・
珍しい 楽器 持ってるな・・・

おぉ そうだ 実はうちのパナンは
ああ見えても 歌が上手でな！

少し前までは いつも お客さんに
歌を聞かせてやってたんだ！

でも ちょっと前に 伴奏していた人が
やめちまってなぁ！

おまえさん その楽器でいっちょ
パナンの歌を盛り上げて
やってくれねぇか！
   • もちろん   • やめておく";"Ahh! You came! Let me see... What was
it that I wanted you to do next...?


Hey! What's that?! That's a strange-
looking instrument you have there...


Oh yes! You might just be surprised
to hear that Kina is actually quite
the singer!

It wasn't that long ago that she would
sing for our customers!


But she had to stop because her
partner quit.


Think you'd be willing to do a quick
duet with Kina?
   • Of course!   • Nah...";"Te revoilà ! Voyons voir, qu'est‐ce que
je pourrais te faire faire cette fois‐ci ?


Tiens, qu'est‐ce que c'est que cet
instrument bizarre que tu tiens là ?


Voyez‐vous ça ! Dis‐moi, je suis sûr
que tu savais pas que ma petite Tironne
était une chanteuse de talent.
On dirait pas, mais c'est pourtant vrai !
Y a pas si longtemps, elle chantait
souvent pour divertir les clients.


Et puis le musicien qui l'accompagnait
a démissionné, alors elle a dû arrêter.


Tu voudrais pas nous jouer un petit air
sur ton instrument pour accompagner
ma fille ?

   • Avec plaisir !   • Pas
question";
"やるじゃねえか！
かぼちゃの収穫も終わったみてえだな！

・・・でもよ
シャンデリアの代金には
まだまだ程遠いぜ！
次の仕事も考えておくから
しばらくしたら また来てくれ！";"Impressive! You're done harvesting
all those pumpkins!


But don't celebrate yet. You've still got
a ways to go before you've paid off that
fancy chandelier!

Give me some time to think about what
I need you to work on next. Just come
back and see me.";"Excellent, gamin !
On en a fini avec la récolte de
citrouilles.

Mais laisse‐moi te dire que tu n'as
toujours pas remboursé mon joli
lustre, t'es même plutôt loin du
compte !
Je vais réfléchir à ce que je pourrais
encore te faire faire.
Reviens me voir plus tard.";
"次の仕事は まだ決まってねぇんだ！
しばらくしたら また来てくれ！

それとも
おまえが かぼちゃスープを買って
売上の足しにでも してくれるのか？
   • そう言うなら   • いらないです";"I haven't figured out your next job yet!
Come back later.


Or are you interested in buying some
pumpkin soup and helping out our
profits a bit?
   • In that case...   • No, thanks.";"J'ai pas de travail pour toi pour
l'instant, gamin !
Repasse donc plus tard.

À moins que t'aies l'intention de
m'acheter de la soupe de citrouille pour
faire monter mon chiffre d'affaire ?

   • Présenté
comme ça...   • Non merci";
"おう 来たな！ さあ 次は何を
やってもらおうかな・・・！？

ん！？ なんだ・・・
珍しい 楽器 持ってるな・・・

おう そうだ！
いい仕事を思いついたぜ！ 

とはいっても その仕事は
夜じゃなきゃ できねぇ仕事だ！

夜になったら
もう一度来てくれねぇか？";"Oh, it's you! What should I have you
work on next?


Oh yeah, you've got that interesting-
looking instrument...


I got it! I've got the perfect job for you!



But that job can only be done at night.



Wait until nightfall and come back 
and see me, all right?";"Tiens, te revoilà ! Qu'est‐ce que je vais
bien pouvoir te faire faire, cette fois ?


Oh, qu'est‐ce que c'est que cet
instrument bizarre que tu as là ?


Parfait ! Ça vient de me donner une
idée !


Hmm, mais c'est plutôt un boulot de
nuit... Tu veux bien revenir à la nuit
tombée ?";
"おう おまえさんか！
まだまだハープを弾き足りねぇって
顔をしてやがるな？
悪ぃが
昼間はステージは準備中なんだ！

夜になったら
もう一度来てくれよな！";"Hey, it's you! Oh, I know that look.
You're fixing to play that harp of
yours, aren't you?

Sorry, but we have to prepare the stage
during the day.


Come back after nightfall!";"Encore toi ! Ne me dis rien, je sais ce
que tu veux. T'as envie de nous jouer
un air de ta lyre !

Désolé, on fait pas dans le
divertissement pendant la journée.


Repasse donc la nuit !";
"おっ！
無事スープを騎士長んトコに
運べたみてえだな！
そんじゃバイト代 は シャンデリアの
代金としていただいとくぜ・・・

おいおい これで 終わりだと
思ったらおおきな間違いだ！

次の仕事は
かぼちゃの収穫の手伝いだ！
もちろんイヤとは言わせねぇぜ！
   • ハイ・・・   • イヤです！";"Oh! Looks like you were able to deliver
the soup to Eagus safely!


I'll subtract your wages from the bill
for the chandelier.


And if you think that we're even, you
better think again!


Next, I need you to help harvest the
pumpkins! And I'm not taking no for
an answer!
   • Fine...   • No way!";"Merveilleux ! Tu as pu livrer la soupe
à temps au capitaine des chevaliers !


Je vais donc déduire ta paie de la
facture de mon nouveau lustre...


Tu croyais peut‐être que tu allais t'en
sortir rien qu'avec ce petit service ?


Eh ben, t'avais tort ! Ta tâche suivante
sera la récolte des citrouilles, et que je
t'entende pas rouspéter !

   • D'accord...   • Pas
question !";
"おぅ！ 来たな！
次の仕事が決まったぜ！

次の仕事は
かぼちゃの収穫の手伝いだ！
もちろんイヤとは言わせねぇぜ！
   • ハイ・・・   • イヤです！";"Oh! You're here just in time.
Just in time for another job, that is!


Your next job is to help pick the
pumpkins! And I don't want to hear
any moaning or complaining.
   • Fine...   • No way!";"Te voilà, gamin ! Tu tombes à pic.
J'ai un autre travail pour toi !


Tu vas nous aider avec la récolte
de citrouilles, et que je t'entende pas
rouspéter !

   • D'accord...   • Pas
question !";
"おっ！
無事スープを 騎士長んトコに
運べたみてえだな！
そんじゃバイト代 は シャンデリアの
代金としていただいとくぜ・・・

ただし これで 終わりじゃないぜ！
次の頼みごとを考えてる最中だ！

何をしてもらうか もう少し考えるから
しばらくしたらまた来てくれっ！";"Ah, I see you've delivered the soup to
Eagus!


I'll subtract your pay from the bill for
the chandelier...


But you're not done yet! I'm already
scheming about what I need you
to do next.

I'm gonna need some time to think
about this, though, so come back and
see me later.";"Merveilleux ! Tu as pu livrer la soupe
au capitaine des chevaliers !


Je vais donc déduire ta paie de la
facture de mon nouveau lustre...


Mais t'en n'as pas encore fini, gamin !
J'ai encore beaucoup de travail
pour toi en réserve.

Mais je dois d'abord réfléchir à ce que
je vais te faire faire en premier.
Repasse me voir plus tard.";
"・・・ん どうした？
次の頼みごとを考えてる最中だ！

新しいシャンデリア代を
かせがなきゃ ならんからな！

おまえも かぼちゃスープを買って
売上の足しにでも してくれるのか？
   • 買う   • いらない";"Huh? What's wrong? I'm still thinking
about what I need you to work on next!


Why? Because you still need to pay off
that fancy chandelier!


Well, are you going to add to our
profits and buy some pumpkin soup?
   • Sure.   • No, thanks.";"Eh ben quoi, qu'est‐ce que tu veux ?
Je réfléchis toujours à ce que je
pourrais te faire faire !

Un lustre de ce prix, ça se remplace
pas en un claquement de doigts !


Et si tu m'achetais de la soupe de
citrouille, histoire de faire tourner
mon bar ?
   • Présenté
comme ça...   • Non merci";
"・・・ったく
なんてことしてくれたんだ！

おらっちが大切にしていた
オーダーメードのシャンデリアが
台無しじゃねぇか！
壊れたシャンデリアの代金を
全額返すまで
ただ働きしてもらうからな！
どうだ？
覚悟はできてんだろうな？
   • もちろんです！   • できてない";"What is wrong with you?! Just look
at what you've done!


You broke my fancy, custom-ordered
chandelier!


You're going to be working for me
for free until you pay off every single
Rupee that chandelier cost me!
Got that?
Are you ready to own up to your
responsibility?
   • Of course!   • No way.";"Non mais, c'est pas vrai ! Tu te
rends compte de ce que t'as fait ?!


Mon lustre sur mesure est réduit en
miettes !


Ça va pas se passer comme ça, gamin !
Je vais te faire travailler, moi, et tu vas
me rembourser mon lustre jusqu'au
dernier rubis !
Alors ? T'es prêt ?
   • D'accord...   • Pas
question !";
"ほぉ～！
よく言った！ その言葉 信じるぜ

じゃあ早速だが おらっちの作った
スープを スカイロフトの騎士長の
トコまで届けてくれ！
騎士長はウチの常連でな
毎日ウチのスープをのまねぇと一日が
始まらないって言ってもらってんだ！
・・・どうだ？
いっちょ騎士長のところまで
スープを運んでみるか？
   • わかりました   • ちょっと待って";"That's right! And I'm going to hold
you to that!


Let's not waste any time putting you
to work. I need you to deliver my
famous soup to Eagus, Skyloft's
Knight Commander!
The Knight Commander is a regular
here. He says he can't get his day
started without a bowl of my soup!

What do you say? Are you ready to
deliver some soup to the Knight
Commander?
   • Yep!   • Wait...";"Oh, t'as l'air motivé ! Très bien, je suis
prêt à te faire confiance.


Allez, au travail ! Je veux que tu livres
ma soupe au capitaine des chevaliers
de Célesbourg.

Le capitaine est un habitué. Il est
incapable de commencer sa journée
s'il n'a pas son bol de soupe pour
démarrer !
... Alors ?
Prêt pour la livraison de soupe ?
   • Oui, prêt !   • Attends !";
"なんだ シャンデリア弁償のために
バイトやる気に なったのか？
   • お願いします   • 考えさせて";"So are you ready to start paying
off that chandelier?
   • Yep!   • Uh...";"Alors, t'es prêt à me rembourser mon
joli lustre ?
   • Je t'écoute   • Je ne
sais pas";
"おいおい 男に二言はねぇだろ！？
騎士長のところまで
スープを運んでもらうぜ！
   • わかりました！   • ちょっと待って";"Hey! A man's word is his honor!
I need you to deliver this soup to
the Knight Commander! Got it?
   • Got it!   • Wait...";"Oh ! Un homme ne revient jamais sur sa
parole ! Tu vas livrer cette soupe au
capitaine des chevaliers ! Compris ?
   • Compris !   • Attends
un peu";
"よっしゃ！
かぼちゃスープ温だ！

これを騎士長のところまで
届けてくれ！";"All right, then! Here's the
Hot Pumpkin Soup!


Deliver that to the Knight Commander!";"Bien parlé !
Voici la soupe de citrouille !


Apporte‐la au capitaine des chevaliers.";
"いいかボウズ・・・
騎士長は冷めたスープは嫌いなんだ！

このアツアツスープを
できるだけ早く・・・

・・・そうだな
5分以内に届けるんだぞ！
そうしないと 冷えてしまうからな！";"Listen up, kid. The Knight Commander
hates cold soup!


So you're gonna take this hot soup over
to him.


I'd say you've got to deliver it in less
than five minutes or the soup will
get cold!";"J'oubliais, gamin... Le capitaine a
horreur de la soupe froide !


Alors il va pas falloir traîner...



Hmm, à mon avis, il va falloir lui
apporter en moins de cinq minutes,
sinon elle sera froide !";
"なんだと！ 人んちのものを
壊しておいて よくもまあ
ヌケヌケとそんな事が言えるなぁ！";"WHAT DID YOU JUST SAY?! You got
some nerve coming in here, busting up
my chandelier and thinking you can
get away with it!";"Non mais, je rêve ! Tu manques pas
de culot, gamin ! Tu te ramènes,
tu exploses mon lustre et tu crois
que tu vas t'en sortir comme ça ?";
"おいおい！ 


人んちのものを 壊しておいて 
だまって
出て行くつもりじゃあ ないよなぁ！？";"Hey now!



You don't think you can come in here
and break my chandelier and just
get away with it, do you?!";"Quoi !



Tu ne crois pas sérieusement que je
vais te laisser détruire mon joli lustre
et disparaître dans la nature ?";
"スープは5分もすれば
冷めちまうぜ！
とっとと騎士長のトコへ届けてくれ！";"That soup will be cold in five minutes!
Now get on your way and deliver that
soup to the Knight Commander!";"La soupe refroidit en cinq minutes !
Remue‐toi, il faut l'apporter au
capitaine !";
"・・・ん？
かぼちゃスープ温がないって？

まさかテメェが飲んじまったんじゃ
ねえだろうな？

しょうがねぇ
ほらよ！";"What's that? You don't have any
Hot Pumpkin Soup?


Don't tell me you drank it!



I guess there's nothing to be done
about it now. Here--take some more!";"Comment ?
Tu n'as plus de soupe ?


Me dis pas que tu l'as bue !
T'es un p'tit marrant, toi.


Tiens, en revoilà une dose !";
"・・・ん？
かぼちゃスープ温がないって？

まさかテメェが飲んじまったんじゃ
ねえだろうな？
しょうがねぇ もう一度入れてやるよ";"What's that? You don't have any
Hot Pumpkin Soup?!


Don't tell me that you drank it!
Anyhow, guess I'll just have to fill
that bottle up again.";"Comment ?
Tu n'as plus de soupe ?


Ne me dis pas que tu l'as bue !
Bon... Je t'en redonne.";
"ただし スープ代はもらっておくぜ！
10ルピーだ！";"But you'll have to pay me for it!
That'll be 10 rupees!";"Mais il va falloir payer !
Tu me dois 10 rubis !";
"なんだよ 10ルピーも
ねえのかよ・・・
しょうがねぇなぁ・・・今回だけだぞ！";"What?! You don't have 10 Rupees?!
Well...what can I do? You're off the
hook...but just this once!";"Comment ça, tu ne les as pas ?
Il est incroyable, ce gamin !
Bon, je te laisse la garder, mais
c'est la dernière fois, compris ?";
