Japanese;English;French;
"まねビトとアナタがつながれば一心同体
ハートもがんばりゲージも共有されます
また トーテムをすることで まねビトは
アナタの行動を完全に真似するでしょう
勇者たる者 まねビトだけでなく 周りから
真似をされる存在でなくてはなりませんよ";"When you and the doppels are
connected, you are one, sharing
hearts and the energy gauge.
When you totem up with doppels, they
will mimic your movements.

Inspire all others to mimic you, young
hero. Not just the doppels.";"Quand toi et les pantins êtes liés par
ton âme, vous partagez vos cœurs
ainsi que votre jauge d'endurance.
De plus, quand vous formez un totem,
les pantins se déplacent de concert
avec toi, alors pense à eux.
Un héros doit être un modèle.
Pour tous ceux qui l'entourent,
pas uniquement pour les pantins.";
"私がまねビトのことを
お話しして差し上げましょう";"Let me teach you about doppels.";"Laisse-moi t'enseigner l'art de
la manipulation des pantins.";
"まねビトパネル";"Doppel panels";"Panneaux de pantins";
"スキップボタン";"Skip button";"Panneau « Passer »";
"一心同体";"Working together";"Lien d'âme";
"用はない";"Never mind";"Pas besoin, merci !";
"勇者たるもの正しくまねビトを
扱えるようにならなければなりません";"A hero must be able to control their
doppels.";"Un véritable héros doit savoir maîtriser
les pantins qui l'accompagnent.";
"私が闘技場での戦いのお作法を
お話しして差し上げましょう…
といいたいところなのですが…
私 知識はともかく力を競う場所は苦手でして…
闘技場に関する詳しいことは
外にいる兵士長に聞くのがよいでしょう
ただ ここにも時折 偽勇者が
出没するようですので お気を付けて…";"You'd like to hear some battle tips?
I wish I could enlighten you, but alas,
combat is not my area of expertise...
For information about the coliseum,
you should speak to the soldier
outside.
Most importantly, keep your wits
about you, as fake heroes are known
to appear in the coliseum, too...";"J'aimerais t'enseigner l'art du combat
en arène, mais ce n'est pas tellement
mon fort.
Je te conseille de t'adresser à
l'officier de l'arène qui se trouve
dans l'autre pièce.
Prends garde, car en ce lieu aussi tu
pourrais rencontrer de faux héros.";
"偽勇者?";"Fake heroes?";"De faux héros ?";
"用はない";"Never mind";"J'm'en fiche !";
"オシャレしてたら
魔女に呪われるんですってよぉ～";"Oh yes! They say, if you're too
fashionable, the witch'll curse you!";"Oui, il paraît que la sorcière maudirait
tous les gens qui sont trop élégants !";
"あらヤダ　奥サマったら～";"Oh, you're so silly!";"Ohohoho ! Vous, alors !";
"もしかして
お知り合いなのかしら?";"Oh, are they acquainted, maybe?";"Vraiment ? Vous pensez qu'elles se
connaissent ?";
"でも　マダムと言ったら
ドレース王国のトップオブオシャレよぉ
魔女と知り合いなわけないわよね～";"Don't be silly! Madame, she's like
the best of the best when it comes
to fashion in Hytopia!
No way would she ever be friends
with a witch, that's absurd!";"Cela dit, Madame est la femme la plus
tendance du royaume, ça m'étonnerait
qu'elle soit amie avec cette sorcière.";
"ですわよ～";"Aren't I just!";"Tellement vrai !";
"あらヤダ　怖いわね～
もう夜歩けないじゃない";"Oh, that's just too scary! I can
never go out at night again, oh no!";"Mais c'est tout bonnement effrayant !
Il n'est plus question que je sorte
la nuit !";
"あらヤダ
じゃあ あまり怖くないわね～";"Oh! Really?
Well, that's not too bad, then...";"Vraiment ? Je suis soulagée !
Un fantôme qui sort le jour,
ça ne fait pas tellement peur !";
"おほほ　おほほほ";"Ohoho hohohoho!";"Ohohoho ! Oohohoho !";
"ああ あの 魔境ナントカって本?";"Oh, that Diary from the Crablands
or something, right? Sounds exotic,
but I don't really like shellfish...";"Oh, bien sûr ! C'est celui qui fait le
récit d'un voyage dans les contrées
maudites, n'est-ce pas ?";
"なんだか穏やかじゃないわね～

でもそういうワイルドなのって
女子はくいついちゃうのよね～
他の巻はお持ちじゃないの?";"That doesn't sound nice, does it!


Oh, but girls these days, they're
all over that kind of wild stuff,
aren't they?
You...wouldn't happen to have the
other volumes as well, eh?";"Eh bien, ça ne m'a pas l'air très
joyeux, tout ça !

Mais quand on lit ce genre d'aventures
un peu sauvages... difficile de s'arrêter
avant la fin !
Il y a une suite, n'est-ce pas ?
Vous avez les autres tomes ?";
"あら その本もちょっと興味あるかも…";"Ohoho! I think I feel my interest
growing!";"Vraiment ? Dommage, ça commençait
à m'intéresser...";
"あら お若い勇者さん

ここの露天商が 一緒にいつの間に通信
しないか? ってしつこいのよ～";"Oh, little hero!
You know this street merchant?
He keeps bothering me!
Asking if I want to start using
SpotPass all the time. As if!";"Jeune héros !


Ce vendeur de rue n'arrête pas de me
demander d'activer SpotPass. Comme
si j'avais le temps pour ces âneries !";
"あら アンタはもうONしてるのね

そんなに流行ってるなら
おばちゃんもONしてみようかしら…";"Hm? Oh, yours is already enabled?


Oh, well, if it's that popular...
maybe I'll turn mine on, too...";"Oh, vous... Vous l'avez activé ?


C'est si tendance que ça ? Hmm...
Tout bien réfléchi, je pense que je
vais l'activer, finalement !";
"あら お若い勇者さん
あなたもお買いもの?
ここのお店の品ぞろえ
どう思う?";"Oh, little hero!
You're out shopping too?

What do you think about
the selection here?";"Vous êtes venu faire vos courses,
vous aussi ?

Que pensez-vous des produits que l'on
trouve chez ce marchand ?";
"十分";"Good enough I guess";"Ça peut aller...";
"少ない!";"Need more stuff!";"Y en a pas assez !";
"あら お若いのに欲がないこと

でもいつの間に通信ってのをONにすると
ラインナップが増えるってウワサよ～
タイトル画面の設定ってとこで
いつでもONにできるらしいわよ～
おばちゃんにはよくわからないけど

アナタは まだこんなにお若いんだから
もっともっと 欲だしてもいいんじゃない?";"Aw, aren't you a little young
to be so jaded?

Anyway, I hear that the line-up gets
better if you enable this thing called
SpotPass. A little bird told me!
From the title screen, you go to
Settings, and that's where you can
enable it! That's what it said.
I didn't really get it though...


But you, you're still so young!
How about you try to get excited
about things a bit more, hm?";"Vraiment ? Ça ne vous intéresse pas
plus que ça ? Étonnant pour un jeune
garçon comme vous.
Vous savez, j'ai entendu dire qu'avec
SpotPass, ce marchand pourrait
proposer plus de produits !
Si ça vous intéresse, activez-le via
les paramètres à l'écran titre !
Enfin, c'est ce qu'on m'a dit...
Allez, mon garçon, la jeunesse,
c'est la vie ! Intéressez-vous plus
à ce qui vous entoure !";
"あらあら その身体からみなぎる欲の強さ
おばちゃん 好きだわ～
でもその欲求は おばちゃんでは
どうにもしてあげられないの
なんでも いつの間に通信ってのをONにすると
ラインナップが増えるってウワサよ～
タイトル画面の設定ってとこで
いつでもONにできるらしいわよ～
おばちゃんにはよくわからないけど…
欲しいなら求める努力しないとね";"You've got a real zest for life!
Auntie likes that a lot! Especially now
that I'm over all that...
Anyway, I hear that the line-up gets
better if you enable this thing called
SpotPass. A little bird told me!
From the title screen, you go to
Settings, and that's where you can
enable it! That's what it said.
I didn't really get it, but... Well, you
should at least try to make the effort.";"Vraiment ? Quelle énergie, mon
garçon ! Ça fait plaisir à voir !
Moi, je n'ai plus l'âge pour ça !
J'ai entendu dire que si SpotPass était
activé, ce marchand pourrait proposer
plus de produits !
Si ça vous intéresse, activez-le
via les paramètres à l'écran titre !
Enfin, c'est ce qu'on m'a dit...
Moi, je n'ai pas tout compris,
mais si vous êtes curieux, vous
devriez aller jeter un coup d'œil !";
"あら お若い勇者さん

黒い幽霊のウワサ知ってる?
おばちゃん 見ちゃったのよ!
…でも誰も信じてくれないから
で撮影しようと思ったんだけど…
ほらっ 1人は怖いじゃない?

だから 門番さんに
ガードをお願いしていたところなのよ～";"Oh, if it isn't the young hero!


Have you heard the rumours about
a black ghost? Well, I saw it! Honest!
Nobody believes me, though...
Well, I thought to myself, I'd better
press  and go on Miiverse, show it
to everyone, but I was too scared!
It's scary when you're all alone, I tell
you! So then I asked this nice guard
to keep me company. Ohohoho...";"Jeune héros ! Avez-vous entendu
parler du fantôme noir qui hante
nos rues ?
Moi, je l'ai vu !
Mais personne ne me croit...

La prochaine fois que je le croise,
j'appuie sur  et je vais sur Miiverse
pour le montrer à tout le monde !
Cela dit, j'ai trop peur de me
lancer à sa recherche toute seule...

J'allais justement demander à
ce charmant garde s'il pouvait
assurer ma protection !";
"そんなこと言って さっきから私の事
見つめちゃって
意外とまんざらでも
ないんじゃないのかしら?";"Well... What's your excuse, then?
For staring at me all day, I mean!

Are you... Do you want to say
something to me?!";"Ah oui ? Alors pourquoi me
regardez-vous depuis tout
ce temps ?
Vous avez quelque chose à me dire ?";
"?

なに?
そんなにジッとみちゃって
もしかして私のこと…";"... What?


Stop looking at me like that!


Or is it that you... I mean, you
think I... Oh, stop it!";"Hmm ? Quoi ? Ne me regardez pas
comme ça !

Ou... Ou alors... vous avez quelque
chose... à me dire ?";
"本当にみたのよぉ～
黒い幽霊!!
黒くて シュッとしてて
近づいたら ピューッと行っちゃったのよぉ～";"I really did see it!
The black ghost, I saw it!

It was black, and slender!
And when I got near, it just
vanished!";"Mais j'ai vu le fantôme noir, je vous
dis ! Comme je vous vois !

Noir, fantomatique... J'ai voulu m'en
approcher, mais il a aussitôt disparu.
Comme évaporé !";
"あら～
なんだか たくましくなっちゃって～";"Oh, little hero!
You've gotten so strong!";"Jeune héros, vous avez bien grandi !
Vraiment !";
"でも私達 気付いちゃったのよね
オシャレは見た目だけじゃないって
これからは

み";"We've grown too, you know! We've
learned that there is more to fashion
than just appearances!
Such as, erm... Like... Ah.


Well, a beautiful soul!";"Tu sais, nous avons appris une chose
très importante.

L'apparence ne compte pas. Pour être
tendance, il faut être élégant là...";
"な";"A well-tailored mind!";"ça";
"と";"Beliefs that fit!";"se";
"ろ";"Bespoke friendships!";"pas !";
"ねぇ もしかして…";"Hey, isn't that...?";"Hé... Mais ce ne serait pas...";
"お 奥サマ
は 早くを!";"H-h-hey!
Press , now!";"Pompadure ! Vite, prenez une photo
avec  !";
"お 奥サマ!
それは STARTボタン ですわよ!
お 落ち着いて!!";"H-hey, that's the START button!
Come on, get a grip!";"Mais enfin ! Vous avez appuyé sur
START ! Gardez votre sang-froid !";
"ミーバースには俺みたいな
魔境オタクがいっぱいいるんだよ
魔女は怖いけど
いつか魔境に行きたいもんだよ";"You'll find lots of Drablands geeks like
me on Miiverse.

I'd love to visit the Drablands,
someday. If only the witch wasn't
so scary...";"Tu trouveras plein de passionnés
comme moi sur Miiverse. On est
fascinés par les contrées maudites.
Mais moi, j'ai bien trop peur de la
sorcière pour m'y rendre. Et pourtant,
j'aimerais vraiment y aller...";
"オシャレしてたら
魔女に呪いをかけられるそうだよ
くわばらくわばら

…でも この金のネックレスだけは
どうしても手放せないんだよなぁ";"So nowadays, dressing fashionably
will get you cursed...
What has the world come to...
I could never take this gold necklace
off, though. So curse me!

... No, please don't.";"Il paraît qu'on se fait maudire si on
est élégant... Mais dans quel monde
vivons-nous ?
J'ai peur, très peur, mais je tiens trop
à mon collier en or... Je ne veux pas
être maudit ! Non, non !";
"写真は 一枚しかとれないからこそ
最高の一枚になるんだよ…
あっ 今イイこといったかも!
これは早速ミーバースに投稿だな!!";"The point is that you can only save
one picture. That's why it's precious.

Deep words, huh?
That's going straight on Miiverse.";"Garder ou ne pas garder ? Telle est la
question... qui se pose quand on ne
peut garder qu'une seule photo. 
Ce... C'est profond, pas vrai ?
Il... Il faut vite que j'aille publier ça
sur Miiverse !";
"この前 ミーバースでカメみたいな服の
ハンコをみたんだよ
服のハンコは その服を作ったら
使えるようになるらしいんだけど…
カメみたいな服って…

ハイセンスすぎておじさんには
理解できない世界だよ";"I was on Miiverse the other day, and
I saw this stamp of a turtle-like outfit.

When you make an outfit, you can get
a matching stamp, but...
A turtle outfit?
Fashion's getting pretty weird lately.
I can barely keep up.";"L'autre jour, j'ai vu quelqu'un utiliser
un tampon de tortue sur Miiverse.
Ou plutôt, d'une tenue de tortue.
Il paraît que quand on commande
une tenue, on reçoit le tampon de
cette tenue en cadeau.
Donc... c'était une sorte de
déguisement de tortue...

Je... Je ne comprends pas très bien
la mode... En fait, je crois que je suis
même complètement largué...";
"　　　　　　　あっ!";"
                        Hey!";"
　　　　　　　Ah !";
"　　　　　　　カメっ!";"
                    Turtle!";"
　　　　　Une tortue !";
"いや…
ごめんよ
まさかその服を着ている人が実在するなんて…
つい声が大きくなっちゃったよ
ミーバースで その服のハンコを見て
気になってたんだ
それにしても…
いや～本当にいたんだな…
とりあえず今日の出会いを
早速ミーバースでみんなに報告だ!";"Sorry, didn't mean to startle you.
I never thought I'd ever see the
actual thing...
I've been curious about that outfit
ever since I saw it on Miiverse.
Well, well...
Let me post about this on Miiverse.";"Oh, euh... Désolé. Je me suis un peu
emporté... Je ne pensais pas voir un
jour quelqu'un porter cette tenue...
C'est vrai qu'elle m'intriguait depuis
que j'en avais vu le tampon sur
Miiverse...
Mais... j'ai encore du mal à croire
qu'elle existe vraiment...

Vite ! Il faut que j'aille en parler
sur Miiverse !";
"何でも遠慮なくききたまえ!";"Ask me anything, my friend!";"Demande-moi tout ce que tu veux,
mon garçon !";
"説明をきく";"About the coliseum";"L'arène";
"戦いのコツ";"Battle tips";"Quelques conseils";
"成績を見る";"What's my record?";"Mes résultats";
"用はない";"Never mind";"Pas besoin, merci !";
"闘技場は 勇者たちが
技を競い合うところである!
2人からでも勝負は可能である!
さあ　君も腕試ししてみたまえ!";"The coliseum is where heroes face
off in tests of martial prowess!

You can even have one-on-one
battles! Give it a try, my friend!";"Ici, les héros peuvent s'affronter
et comparer leurs techniques de
combat !
Il est aussi possible de faire des duels.
Allez, jette-toi dans la mêlée !";
"通算成績は……[Number of Win] であるな!

君なら イイところまでいきそうであるな
今後も がんばってくれたまえ!";"Your overall record is... [Number of Win]!


You have potential, my friend,
I can feel it. Keep at it!";"Tu as remporté... [Number of Win] !


Bien ! C'est pas mal, mon garçon !
Continue comme ça !";
"対戦相手をのぞむなら
ロビーに入り準備を進めてくれ!";"If you're looking to battle, head to the
lobby and get yourself ready!";"Si tu cherches des adversaires,
rends-toi dans le hall et prépare-toi
au combat !";
"新人勇者であるか?

ここは 熱き男達の集う
闘技場である!!
勇者たちは ここで日々
技を磨いているのである!";"Are you a new hero?


This is the coliseum! 
A place where fighters clash!
Heroes sharpen their skills here daily!";"Es-tu un nouveau héros ?


Tu te trouves dans l'arène !
Là où les guerriers viennent
chercher de l'action !
C'est ici que les héros comme
toi viennent peaufiner leurs
techniques de combat !";
"1対1の真剣勝負を挑むもよし
三つ巴の対戦を行うもよし
対戦相手は通信で集めることとなる
覚悟ができたら奥の部屋に進みたまえ!
闘技場に関して何か分からないことがあれば
いつでも私に聞いてくれたまえ!";"You can have a one-on-one match
or a free-for-all with three people.

You'll use wireless communication to
find opponents. Once you're ready,
head to the room in the back!
And if there's anything you want to
know about the coliseum, come to me
any time.";"Tu peux affronter quelqu'un en duel
ou te battre contre deux adversaires.
À trois, c'est chacun pour soi.
Les affrontements se font par le biais
de la communication sans fil.

Quand tu te sentiras prêt, franchis
l'arche au fond de la salle.

Si tu as des questions concernant
l'arène, n'hésite pas à venir me voir.";
"……まだ1勝もしていないようであるな!

まずは 何度も挑戦して
戦いのコツをつかむのである!";"...Seems like you're yet to bag your
first win, my friend!

Keep trying, and you'll find it will
start to come naturally!";"Tu n'as encore jamais participé
à un seul combat !

Mais tu verras ! Il suffit de se lancer
et ça viendra tout seul !";
"積極的なのは良いことである
自分から教えられるコツはこの3つである!";"Good. I like your eagerness.
Here are three tips I will share
with you!";"Bien ! Ton énergie fait plaisir à voir !
Sur quel sujet veux-tu que je te
conseille ?";
"服";"Outfits";"Les tenues";
"アイテム";"Items";"Les objets";
"回転斬り";"Spin attack";"L'attaque circulaire";
"やめる";"Never mind";"Aucun, merci !";
"戦いで まず最初にやることは 服選びである
コースに合った服を選ぶことが大事なのだ
戦いが有利になる服もあれば
思ったより役に立たない服もある
まずは 自分に合った服を
いろいろ試してみたまえ";"The key to doing well in battle,
first and foremost, is choosing the
right outfit.
Choosing the right outfit for the
field of battle is the way to go!
Some will enhance your abilities...
...while others won't be of much use.
Try out some outfits, my friend, and
see which ones suit you best.";"La première chose à faire, avant
de commencer le combat, c'est
de choisir une tenue appropriée.
Certaines te donneront un avantage
certain, alors que d'autres te
sembleront parfaitement inutiles.
Je te conseille d'en essayer plusieurs
afin de connaître leurs qualités et
leurs défauts, mon garçon.";
"コースに入って一番にやることは
アイテムをさがすことである
誰よりも早く 自分に有利なアイテムを
とることが勝敗を決めるカギとなる
ただし アイテムの位置は毎回変わるため
知ったコースだといっても油断は禁物である!";"When you enter the arena, the first
thing you should do is find an item.

Grabbing the item you want before
anyone else can snatch it is the key
to victory, my friend!
The items are placed in different
places each time, so stay on your
toes!";"La première chose à faire dès que
le combat commence, c'est d'aller
récupérer un objet.
Tes chances de victoire augmentent
si tu arrives à t'emparer du plus utile
avant les autres.
Bien sûr, l'emplacement des objets
change à chaque fois. Alors reste
toujours sur tes gardes !";
"を押し続けて離すと
回転斬りを繰り出せるのである!
回転斬りは攻撃力が
通常攻撃の2倍!
トーテムされた時も 技が決まれば
下の相手に攻撃を与えることもできるのである!
…ただ そう簡単には
決まらないと評判であるが…";"Hold then release  to unleash a
spin attack! The spin attack does
twice the damage of a normal strike.
If an opponent picks you up, a good
spin attack should hit the enemy at
the bottom.
... I hear it's tricky to pull off, but...
Well, practice makes perfect!";"Maintiens  enfoncé puis relâche le
bouton pour effectuer une attaque
circulaire.
Cette technique inflige deux fois plus
de dégâts qu'une attaque standard !

Tu peux même t'en servir pour blesser
un adversaire qui s'est emparé de toi
pour former un totem.
Bien sûr, c'est plus facile à dire
qu'à faire...";
"以前はここまで王の泣き声が響いていたが
今では城中に笑い声が満ちているのである
なんと喜ばしいことか…
しかしここは闘技場
真の勇者となったからこそ
皆 君との戦いを 待ち望んでいるのである
胸をかしてやってくれたまえ!

して何かご用かな?";"Until quite recently, these halls were
filled with the echoing cries of the
king. Now we can hear his laughter.
How wonderful.


But this is still the coliseum!
Players are eager to battle with a true
hero such as yourself.
Go and get'em!


Was there anything you needed,
my friend?";"Depuis quelque temps, seuls les
sanglots de notre roi bien-aimé
résonnaient dans le château.
Mais maintenant... je n'entends plus
que des rires ! Quelle joie !

Mais l'arène reste l'arène. Et tu es un
véritable héros, désormais. Tous vont
vouloir t'affronter ! Ne les déçois pas !
Bien ! Tu avais besoin de quelque
chose ?";
"名前を変えたいのか?";"You want to change your name?";"Tu veux changer de nom ?";
"はい";"Change";"Oui !";
"いいえ";"Don't change";"Euh... non...";
"[PlayerName]か…
よりシャレた名になったな!";"[PlayerName], is it...?
That's way more stylish!";"[PlayerName] ?
Ça c'est un nom qui respire la
classe ou je m'y connais pas !";
"うむ 名を大切にするその姿勢
勇者らしい立派な行為である!";"Yes, I think that's proper, heroic
attitude. You must care for your
good name!";"Bien ! Un héros est fier de son nom !
Un héros chérit son nom ! Continue
comme ça, jeune homme !";
"何でも聞いてくれ
[PlayerName]よ!";"Ask me anything,
[PlayerName]!";"De quoi veux-tu que je te parle,
jeune [PlayerName] ?";
"ロビーについて";"About the lobbies";"Les halls";
"名前の変更";"Change my name!";"Changer de nom";
"この国のこと";"About Hytopia";"Le royaume d'Estoffe";
"用はない";"Never mind";"Rien, merci !";
"トライ（Tri）は3
フォース（Force）は力という意味だ!
そして…
トライはTry（挑戦）という意味にもなる
トライフォースという言葉は
挑戦する心を忘れない お前のような言葉だな!!";""Tri" means three!
"Force" means strength!
And finally...
"Try" can mean to endeavour!
That's why you have to strive for glory
when you step on the Triforce symbol!";"La Triforce est composée de trois
triangles qui en forment un plus
grand... Elle est le symbole de l'unité.
On est plus forts à trois, retiens
bien ça !";
"　　　　セーブデータを確認しました";"
             Save data confirmed.";"       Les données de sauvegarde
              ont été trouvées.";
"お前はどこの美容院だ?
今度 ワタシにも紹介してくれ!";"Say, where do you get your
hair done? It's so smooth!";"Dis-moi, tu vas chez quel coiffeur ?
Si tu pouvais me le présenter,
ce serait classe de ta part !";
"魔境の入口は
トライフォースと呼ばれている
トライ（Tri）は3
フォース（Force）は力
最高にシャレた名前だと思わないか?";"The Triforce symbol is the only way
into the Drablands.

"Tri" means three, and "force" means
strength! There's no name more
stylish than that! Don't you think?";"Le seul moyen d'accéder aux contrées
maudites est de fouler du pied les
trois triangles de la Triforce.
Je trouve ce nom super classe, quand
même.";
"それよりも
レディグッズは全てそろっているんだろ?
早くマダムテーラーへ行って
マダムを安心させてあげなさい";"But more importantly! You've got all of
the Lady's materials, haven't you?

Stop lollygagging, and head over to
Madame's on the double! I'm sure
she's worried sick...";"Mais plus important : tu disposes
de tout le matériel de Lady,
n'est-ce pas ?
Alors il n'y a pas une minute à perdre.
Apporte-le à Madame, et au trot !
Elle doit se faire un sang d'encre.";
"何か用ですかな?
ご婦人よ…";"Can I help you?
Miss?";"Vous avez besoin d'aide, très chère ?";
"えっ?";"Erm?";"Oui ?";
"いや…";"Uhh...";"Euh...";
"まさか…";"Can't be...";"Ne me dites pas que...";
"もしかして…
[PlayerName] …か?
それがマダムが言っていた 例の服か?

ご婦人の服まで着こなすとは
さすがは  [PlayerName]だ!
それにしても まさか
マダムと魔女が姉妹であったとは…
知らなかったこととはいえ
マダムのお気持ちを考えると胸が痛いな…
しかし 今は姫様のことが最優先!";"Or...is it...?
[PlayerName], is that you?
Is that the outfit Madame spoke of?
You're really pulling it off,
[PlayerName]! Kudos!

... Yet, to think that Madame and the
witch were sisters... It's kind of hard
to swallow.
Well, I mean, it's surprising, that's one
thing, but just think of how Madame
had to feel! It's almost too tragic...
In any case, we must deal with the
princess first!";"Euh... C'est... C'est toi,
[PlayerName]... ? C'est ça,
la tenue dont parlait Madame ?
C'est fou ce que ça te va bien !
Quelle classe !

N'empêche, qui aurait cru que Madame
et la sorcière étaient sœurs ? Pas moi,
en tout cas !
Ça n'a pas dû être facile tous les jours
pour Madame, moi j'te le dis...

Mais oublions ça ! Il faut aider
Son Altesse !";
"お前の活躍で
姫様の顔にまた笑顔が戻られた!
感謝しているぞ!
[PlayerName]!!
しかし まだとくべつ任務が残っている!
準備を怠らんようにな!";"Thanks to your daring deeds,
a smile once more resides on the
princess's face.
I'm so happy,
[PlayerName]! Thank you,
thank you, thank you!
Ahem... But you still have some
bonus challenges to do, don't you?
I sure hope you're not slacking off!";"Grâce à toi, Son Altesse Royale a
retrouvé le sourire ! Merci !

Pas si vite, [PlayerName] !
Il te reste encore des défis spéciaux !
Alors on ne lambine pas, au boulot !";
"名前の変更";"Change my name!";"Changer de nom";
"用はない";"Never mind";"J'ai besoin de rien !";
"お前のおかげで この国には
永遠の平和とオシャレがもたらされるだろう!
呪いの騒動のせいで
髪が すっかり伸びきってしまった!
男のオシャレはやはりオールバック!
さっそく美容院を予約せねばな!";"Thanks to you, eternal peace and
good style have settled over the land!

Ugh. Owing to all this curse malarkey,
I haven't had time to tend to my hair...
Just look at it! It's all wrong!
Everyone knows a swept-back look is
the only sensible choice for a man of
my stature.
I must make appointments with my
barber, post-haste!";"Le royaume a retrouvé la paix et son
élégance d'origine ! Et c'est grâce à
toi !
Regarde ça ! À cause des derniers
événements, mes cheveux ont trop
poussé !
Un homme, un vrai, doit avoir les
cheveux rejetés en arrière !

Faut que je prenne rendez-vous
chez mon coiffeur, maintenant.";
"名前の変更";"Change my name!";"Changer de nom";
"用はない";"Never mind";"J'ai besoin de rien !";
"すぐにでも王の部屋に
向かってもらいたいところだが
一言だけ言わせてほしい!";"You must head to the throne room,
and quick! ... But first, allow me to
say just one thing!";"Vite, direction la salle du trône !
Mais avant, j'aimerais te dire quelque
chose !";
"ここまで本当に
よく頑張ったな!
我が隊から姫を救う勇者が出るとは…
司令官としてこんなにも誇らしいことはない!!
心から礼を言わせてほしい…

ありがとう
[PlayerName]よ!";"You've truly outdone yourself to
come this far!

To think that the princess's saviour
came from my brigade... It is a great
honour, for a commanding officer!
I must give thanks from the bottom
of my heart.

Thank you, [PlayerName]!";"Je voudrais te féliciter pour tous tes
efforts !

C'est un honneur que le héros sur
le point de sauver la princesse fasse
partie de mon corps expéditionnaire.
J'aimerais te témoigner toute ma
reconnaissance...

Merci, [PlayerName] !";
"むむっ その姿!!
青年よ! ちょっと こっちにくるのだ!!";"That face... Y-you there! Boy!
Come here for a moment!";"Hmm... Ce visage ! Hé, jeune homme !
Viens par ici !";
"　　　 　　　　耳のとんがり…

　　　 　　　　　　ヨシ!

　　　　　 　　　モミアゲ…

　　　　　 　　　　ヨシ!!

　　　　　 　　　…からの

　　　　　　　　 九一分け…";"                  Pointy ears...?

                       Check!
                   Sideburns...?

                       Check!
                And then, erm...

             ... Side-parting...?
                           ...";"
　　　　Les oreilles pointues...


  　　　　　　 C'est bon !


　 　　　　Les rouflaquettes...


　 　　　　　　　Aussi !


　　    　　　　　　Et...


   　 　　... la raie sur le côté...";
"　　　　よぉおし!!! キタッ!!!!";"
        Check! We got one!!!";"
    　　　　　PARFAIT !!!";
"して青年よ! 名はなんという!!";"My boy! What do you call yourself?!";"Jeune homme ! Quel est ton nom ?!";
"　　 ユーザー名は通信相手に公開されます";"            Your name will be seen
                by other players.";"　　　Votre nom sera visible par
　　　　　les autres joueurs.";
" [PlayerName]か!
勇者に恥じぬ シャレた名だ!!
まずは メンバーの証として
お前に兵士の服を支給する!
この材料をマダムのところに
持って行き 服を作ってくるのだ!!";"[PlayerName], is it?
It sounds like a fitting name for a hero!
Stylish, too.
All right. First of all, since you're an
enlisted man, we must provision you
with your Hero's Tunic!
Take this material to Madame,
have her make you the outfit,
then hoof it back here!";"[PlayerName] ?
C'est un nom qui respire la classe !
Tu n'as pas à en rougir !
Bien, il te faut une tunique de héros
si tu veux prouver que tu fais partie
de mes troupes !
Prends ce matériau et rends-toi chez
Madame. Elle t'en confectionnera une.";
"　　　　    うむっ! 見事なゲットだ!!";"            A glorious acquisition!";"
　　   Un héros mérite bien ça !";
"お前のことは マダムに連絡しておく!
失礼のないようにな!!";"I'll send word to let Madame know
you're coming, so hop to it.
And mind your manners!";"Je préviendrai Madame de ta visite.
Montre-toi poli avec elle, c'est bien
compris ?!";
" [PlayerName]か!
勇者に恥じぬ シャレた名だ!!";"[PlayerName], is it?
It sounds like a fitting name for a hero!
Stylish, too.";"[PlayerName] ?
C'est un nom qui respire la classe !
Tu n'as pas à en rougir !";
"　　　　　　　  　むむっ!!";"
          Hey, wait a minute!";"
　　　　　　　TOI, LÀ !!!";
"既に魔境での戦いは
他の隊で 経験済みのようだな
お前の武勇伝を聞きたいところだが

まずは 兵士の服を支給する!
兵士の服は 我が隊のメンバーの証!
この材料をマダムに渡し
服を作ってくるのだ!!";"By the way you carry yourself, I
gather you've already fought in the
Drablands under another brigade!
I'd like to hear stories of your exploits
one day. But first, business!

You'll have to be provisioned with the
Hero's Tunic. The outfit is proof
of enlistment in my brigade!
Give this material to Madame,
then hoof it back here with the
Hero's Tunic!";"T'es déjà allé dans les contrées
maudites, toi, j'me trompe ? T'as l'air
d'avoir pas mal d'expérience !
J'aimerais bien qu'on en discute, mais
il y a plus important !

Il te faut une tunique de héros ! C'est
un uniforme obligatoire qui prouve que
tu fais partie de mes troupes !
Donne ce matériau à Madame.
Elle te confectionnera ton uniforme.";
"まて [PlayerName]よ!
魔境は危険な場所だ!
そんな服では
大変な思いをするだけだぞ!!
せめて兵士の服に
着替えてから 行ったらどうだ?
まあ 無理強いはしないが…";"Hang on, [PlayerName]!
The Drablands aren't some adventure
playground, my boy!
If you head out in those clothes,
as your commanding officer, I'll be
worried sick about you!
How about you at least change into
your Hero's Tunic before going?

Eh, it's not like I can force you,
though...";"Attends, [PlayerName] !
Les contrées maudites sont trop
dangereuses !
Tu risques d'avoir de gros problèmes
si tu y vas dans cette tenue !

Tu ferais mieux de porter ta tunique
de héros ! Enfin, tu fais comme tu
veux, hein...";
