Japanese;English;French;
"[Tag Color  val={D9456DFF} ]ゲッソーのフィギュア[Tag Color  val={EDEDEDFF} ]だ。
[Tag Ruby  val={03000600E38184E381BE} ]今じゃ すっかり[Tag Ruby  val={09000F00E381ABE38293E3818DE38282E381AE} ]人気者だなー[KeyWait]";"It's a [Tag Color  val={D9456DFF} ]Blooper figure[Tag Color  val={EDEDEDFF} ]. Squids are the hot new
thing with kids today.[KeyWait]";"C'est une [Tag Color  val={D9456DFF} ]figurine de Bloups[Tag Color  val={EDEDEDFF} ].
Les calamars ont vraiment la cote en
ce moment.[KeyWait]";
"[Tag Color  val={D9456DFF} ]ヘイホーのフィギュア[Tag Color  val={EDEDEDFF} ]だ。
[Tag Ruby  val={03000300E38281} ]目の[Tag Ruby  val={03000600E3818AE3818F} ]奥は [Tag Ruby  val={03000300E381BE} ]真っ[Tag Ruby  val={03000600E3818FE38289} ]暗で [Tag Ruby  val={03000600E381AAE381AB} ]何も[Tag Ruby  val={03000300E381BF} ]見えない…[KeyWait]";"It's a [Tag Color  val={D9456DFF} ]Shy Guy figure[Tag Color  val={EDEDEDFF} ]. The eyes are holes,
but...why can't you see anything inside?[KeyWait]";"C'est une [Tag Color  val={D9456DFF} ]figurine de Maskass[Tag Color  val={EDEDEDFF} ].
Vous le regardez dans les yeux et n'y voyez
qu'un vide sans fin...[KeyWait]";
"[Tag Color  val={D9456DFF} ]パックンフラワーのフィギュア[Tag Color  val={EDEDEDFF} ]だ。
[Tag Ruby  val={03000600E38184E381BE} ]今まで [Tag Ruby  val={06000C00E381AAE38293E381ABE38293} ]何人 パクパクされたんだろう…[KeyWait]";"It's a [Tag Color  val={D9456DFF} ]Piranha Plant figure[Tag Color  val={EDEDEDFF} ]. What do they
water these things with?[KeyWait]";"C'est une [Tag Color  val={D9456DFF} ]figurine de Plante Piranha[Tag Color  val={EDEDEDFF} ].
Avec quoi est-ce qu'il faut l'arroser ?[KeyWait]";
"[Tag Color  val={D9456DFF} ]サンボのフィギュア[Tag Color  val={EDEDEDFF} ]だ。
[Tag Ruby  val={03000900E38182E3819FE381BE} ]頭と [Tag Ruby  val={03000900E3818BE38289E381A0} ]体は [Tag Ruby  val={03000300E381A8} ]取り[Tag Ruby  val={03000600E381AFE3819A} ]外し[Tag Ruby  val={06000900E3818BE381AEE38186} ]可能！[KeyWait]";"It's a [Tag Color  val={D9456DFF} ]Pokey figure[Tag Color  val={EDEDEDFF} ]. Each segment is
detachable—even the head![KeyWait]";"C'est une [Tag Color  val={D9456DFF} ]figurine de Pokey[Tag Color  val={EDEDEDFF} ].
Sa tête est amovible ![KeyWait]";
"[Tag Color  val={D9456DFF} ]ワンワンのフィギュア[Tag Color  val={EDEDEDFF} ]だ。
うーん [Tag Ruby  val={03000600E38184E381BE} ]今にも[Tag Ruby  val={03000600E38186E38194} ]動き[Tag Ruby  val={03000300E381A0} ]出しそうだ[KeyWait]";"It's a [Tag Color  val={D9456DFF} ]BowWow figure[Tag Color  val={EDEDEDFF} ]. Guaranteed to stay
perfectly still.[KeyWait]";"C'est une [Tag Color  val={D9456DFF} ]figurine de Toutou[Tag Color  val={EDEDEDFF} ].
Il paraît que dans un lointain royaume,
on appelle ça un Chomp.[KeyWait]";
"[Tag Color  val={D9456DFF} ]ハートのかけら[Tag Color  val={EDEDEDFF} ]が ４つそろった！
ハートの[Tag Ruby  val={09000F00E38195E38184E381A0E38184E381A1} ]最大値が[Tag Ruby  val={03000300E381B5} ]増えた！ [Tag Ruby  val={06000F00E3819FE38184E3828AE38287E3818F} ]体力も[Tag Ruby  val={09001200E3819CE38293E3818BE38184E381B5E3818F} ]全回復！[KeyWait]";"You got four [Tag Color  val={D9456DFF} ]Pieces of Heart[Tag Color  val={EDEDEDFF} ]! Your maximum
number of hearts increased, and your
health has been filled too![KeyWait]";"Vous avez rassemblé quatre [Tag Color  val={D9456DFF} ]fragments de
cœur[Tag Color  val={EDEDEDFF} ] ! Votre nombre maximum de cœurs
augmente et votre énergie est restaurée ![KeyWait]";
"まっさおな[Tag Ruby  val={03000900E38193E3818AE3828A} ]氷だ！
……おおっ？ つ [Tag Ruby  val={03000600E381A4E38281} ]冷たいぞ！！[KeyWait]";"Brrrr... This is a block of solid ice!
It's very cold![KeyWait]";"Brrrr... Ce sont des blocs de glace !
Ils sont très froids ![KeyWait]";
"ムムッ！ かなり ヒビわれてる？
なんとかすれば こわせそうだぞ！[KeyWait]";"This rock has many cracks. There must be
some way to shatter it...[KeyWait]";"Hmm... C'est tout fissuré. Il doit bien y avoir
un moyen de casser ça...[KeyWait]";
"ムッ？ えたいのしれないかたまりだ！
[Tag Ruby  val={06000900E38184E381A3E3818D} ]一気につっこめば こわせるかも[KeyWait]";"Oh? What a weird object! There must be
some way to tackle this obstacle.[KeyWait]";"Oh ! Quel drôle d'objet ! Peut-être
pouvez-vous le briser en fonçant dedans.[KeyWait]";
"ん？ このブロック カギ[Tag Ruby  val={03000600E38182E381AA} ]穴がある……。
カギを[Tag Ruby  val={03000300E38282} ]持って また[Tag Ruby  val={03000300E38193} ]来よう！！[KeyWait]";"Hunh? This rock has a keyhole! [KeyWait]
You should come back with a key![KeyWait]";"Ce bloc a un trou de serrure...
Il vous faudrait une clé ![KeyWait]";
"ウッ！！ こいつは [Tag Ruby  val={03000600E3818AE38282} ]重いぞ！
すでじゃ ムリみたいだ……[KeyWait]";"Wow! This looks pretty heavy! You won't be
able to lift it with just your bare hands...[KeyWait]";"Oh là... C'est bien trop lourd !
Vous n'y arriverez jamais rien qu'à la force
de vos bras ![KeyWait]";
"ウッ！！ [Tag Ruby  val={03000600E3818AE38282} ]重くて[Tag Ruby  val={03000300E38282} ]持ち[Tag Ruby  val={03000300E38182} ]上げられない！
[Tag Ruby  val={03000900E381A1E3818BE38289} ]力が [Tag Ruby  val={03000300E3819F} ]足りないようだ…[KeyWait]";"Oof! This looks heavier than heavy!
Your current strength won't cut it...[KeyWait]";"Urgh ! Vous ne pouvez pas soulever ça,
c'est trop lourd ! Si seulement vous aviez
plus de force...[KeyWait]";
"ぜんぜん びくともしない…[KeyWait]";"It doesn't budge an inch.[KeyWait]";"Ça ne bouge pas d'un pouce...[KeyWait]";
"オカリナだ！ し しかし……
まだ [Tag Ruby  val={03000900E3818DE38287E3818F} ]曲を [Tag Ruby  val={03000600E3818AE381BC} ]覚えてなかった[KeyWait]";"Well, it's an ocarina, but you don't know
how to play it...[KeyWait]";"C'est un ocarina ! Mais... vous ne connaissez
encore aucun morceau...[KeyWait]";
"[Tag Color  val={D9456DFF} ]パワーブレスレット[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
これで ツボや[Tag Ruby  val={03000600E38184E3828F} ]岩が かつげるぞ！[KeyWait]";"You found the [Tag Color  val={D9456DFF} ]Power Bracelet[Tag Color  val={EDEDEDFF} ]![KeyWait]
At last, you can pick up pots and stones![KeyWait]";"Vous avez obtenu le [Tag Color  val={D9456DFF} ]bracelet de force[Tag Color  val={EDEDEDFF} ] !
Vous allez pouvoir soulever des pots et des
pierres ![KeyWait]";
"[Tag Color  val={D9456DFF} ]フックショット[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
ボヨヨーンと のばして[Tag Ruby  val={03000600E381A4E3818B} ]使おう！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Hookshot[Tag Color  val={EDEDEDFF} ]! Its chain stretches 
long when you use it![KeyWait]";"Vous avez obtenu le [Tag Color  val={D9456DFF} ]grappin[Tag Color  val={EDEDEDFF} ] !
Vous allez voir, il s'étire ![KeyWait]";
"[Tag Color  val={D9456DFF} ]マジックロッド[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
[Tag Ruby  val={03000300E38282} ]燃やせ！ [Tag Ruby  val={03000300E38282} ]燃やせ！ [Tag Ruby  val={03000300E38284} ]焼きつくせ！！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Magic Rod[Tag Color  val={EDEDEDFF} ]! Now you can
burn things! Burn it! Burn it all down![KeyWait]";"Vous avez obtenu le [Tag Color  val={D9456DFF} ]bâton de feu[Tag Color  val={EDEDEDFF} ] !
Brûlez ! Brûlez ! Brûlez tout ce que
vous voulez ![KeyWait]";
"[Tag Color  val={D9456DFF} ]ペガサスのくつ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
[HidIcon]で ダッシュ！　ジャンプも[Tag Ruby  val={03000600E381A8E3818A} ]遠くまでとどくぞ！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Pegasus Boots[Tag Color  val={EDEDEDFF} ]! If you hold [HidIcon],
you can dash. Try going for a long jump![KeyWait]";"Vous avez obtenu les [Tag Color  val={D9456DFF} ]bottes de Pégase[Tag Color  val={EDEDEDFF} ] !
Foncez avec [HidIcon] ! Sautez en pleine course
pour atterrir encore plus loin ![KeyWait]";
"[Tag Color  val={D9456DFF} ]オカリナ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
[Tag Ruby  val={03000600E38184E3828D} ]色んな[Tag Ruby  val={03000900E3818DE38287E3818F} ]曲が [Tag Ruby  val={03000300E381B5} ]吹けるといいな[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]ocarina[Tag Color  val={EDEDEDFF} ]! You should learn to
play many songs![KeyWait]";"Vous avez obtenu l'[Tag Color  val={D9456DFF} ]ocarina[Tag Color  val={EDEDEDFF} ] !
Il ne vous reste plus qu'à travailler votre
répertoire ![KeyWait]";
"[Tag Color  val={D9456DFF} ]ロック[Tag Ruby  val={03000900E381A1E38287E38186} ]鳥の[Tag Ruby  val={06000600E381AFE381AD} ]羽根[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
なんだか [Tag Ruby  val={03000900E3818BE38289E381A0} ]体がかるくなる[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Roc's feather[Tag Color  val={EDEDEDFF} ]! It feels like
your body is a lot lighter![KeyWait]";"Vous avez obtenu la [Tag Color  val={D9456DFF} ]plume de Roc[Tag Color  val={EDEDEDFF} ] ! 
Soudain, vous vous sentez tout léger ![KeyWait]";
"[Tag Color  val={D9456DFF} ]スコップ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！ さあ [Tag Ruby  val={03000600E38182E381AA} ]穴をほろう！
[HidIcon]でアイテム[Tag Ruby  val={06000900E3818CE38281E38293} ]画面を[Tag Ruby  val={03000600E381B2E38289} ]開いて [HidIcon]か[HidIcon]にセットしよう[KeyWait]";"You got a [Tag Color  val={D9456DFF} ]shovel[Tag Color  val={EDEDEDFF} ]! Now you can feel the
joy of digging! All you have to do is set it
to [HidIcon] or [HidIcon] on the subscreen.[KeyWait]";"Vous avez obtenu une [Tag Color  val={D9456DFF} ]pelle[Tag Color  val={EDEDEDFF} ] ! Creusez où
vous voulez ! Ouvrez votre inventaire avec [HidIcon]
et assignez-la à [HidIcon] ou [HidIcon].[KeyWait]";
"[Tag Color  val={D9456DFF} ]バクダン[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
ドーンといこう ドーンと！！[KeyWait]";"You got a [Tag Color  val={D9456DFF} ]bomb[Tag Color  val={EDEDEDFF} ]! Way to go![KeyWait]";"Vous avez obtenu une [Tag Color  val={D9456DFF} ]bombe[Tag Color  val={EDEDEDFF} ] !
Et que ça saute ![KeyWait]";
"[Tag Color  val={D9456DFF} ]アングラーの[Tag Ruby  val={03000600E381BFE3819A} ]水かき[Tag Color  val={EDEDEDFF} ]だっ！
[HidIcon]で もぐれるし [HidIcon]で [Tag Ruby  val={03000600E381AFE38284} ]速くおよげるぞっ！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]flippers[Tag Color  val={EDEDEDFF} ]! Dive underwater
with [HidIcon], or press [HidIcon] to swim quickly.[KeyWait]";"Vous avez obtenu les [Tag Color  val={D9456DFF} ]palmes[Tag Color  val={EDEDEDFF} ] !
Appuyez sur [HidIcon] pour plonger et sur [HidIcon] pour
nager plus vite ![KeyWait]";
"なんと？ これは[Tag Color  val={D9456DFF} ]ヒミツのくすり[Tag Color  val={EDEDEDFF} ]だ！
ヌリ ヌリ…… [Tag Ruby  val={06000900E38198E381B6E38293} ]自分でぬった[KeyWait]";"You found some [Tag Color  val={D9456DFF} ]secret medicine[Tag Color  val={EDEDEDFF} ]![KeyWait]
Apply it and see what happens![KeyWait]";"Tiens ? C'est du [Tag Color  val={D9456DFF} ]baume secret[Tag Color  val={EDEDEDFF} ] !
Vous vous en êtes passé une couche.[KeyWait]";
"[Tag Color  val={D9456DFF} ]テールのカギ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
これで テールのとびらが[Tag Ruby  val={03000600E381B2E38289} ]開く！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Tail Key[Tag Color  val={EDEDEDFF} ]! Now you can open
the Tail Cave gate![KeyWait]";"Vous avez obtenu la [Tag Color  val={D9456DFF} ]clé Flagello[Tag Color  val={EDEDEDFF} ] !
Vous pouvez ouvrir la caverne Flagello ![KeyWait]";
"[Tag Color  val={D9456DFF} ]スライムのカギ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
ウクク[Tag Ruby  val={06000C00E3819DE38186E38192E38293} ]草原の[Tag Ruby  val={06000C00E38184E3828AE38190E381A1} ]入口へ [Tag Ruby  val={03000300E38184} ]行こう[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Slime Key[Tag Color  val={EDEDEDFF} ]! Now you can
open the gate in Ukuku Prairie![KeyWait]";"Vous avez obtenu la [Tag Color  val={D9456DFF} ]clé Cyclope[Tag Color  val={EDEDEDFF} ] !
Rendez-vous à l'entrée de la prairie
Oukoukou ![KeyWait]";
"[Tag Color  val={D9456DFF} ]アングラーのカギ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Angler Key[Tag Color  val={EDEDEDFF} ]![KeyWait]";"Vous avez obtenu la [Tag Color  val={D9456DFF} ]clé Poisson[Tag Color  val={EDEDEDFF} ] ![KeyWait]";
"[Tag Color  val={D9456DFF} ]フェイスのカギ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Face Key[Tag Color  val={EDEDEDFF} ]![KeyWait]";"Vous avez obtenu la [Tag Color  val={D9456DFF} ]clé Masque [Tag Color  val={EDEDEDFF} ]![KeyWait]";
"[Tag Color  val={D9456DFF} ]バードのカギ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
チームワークの[Tag Ruby  val={06000C00E38197E38287E38186E3828A} ]勝利だっ！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Bird Key[Tag Color  val={EDEDEDFF} ]![KeyWait]";"Vous avez obtenu la [Tag Color  val={D9456DFF} ]clé Vautour [Tag Color  val={EDEDEDFF} ]!
Beau travail d'équipe ![KeyWait]";
"やっと [Tag Color  val={D9456DFF} ][Tag Ruby  val={06000600E381A1E3819A} ]地図[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381BF} ]見つけた！
[HidIcon]で マップ[Tag Ruby  val={06000900E3818CE38281E38293} ]画面を[Tag Ruby  val={03000300E381BF} ]見よう！[KeyWait]";"At last, you got a [Tag Color  val={D9456DFF} ]map[Tag Color  val={EDEDEDFF} ]! Press [HidIcon] to look at it![KeyWait]";"Vous avez enfin trouvé la [Tag Color  val={D9456DFF} ]carte[Tag Color  val={EDEDEDFF} ] !
Appuyez sur [HidIcon] pour la consulter ![KeyWait]";
"[Tag Color  val={D9456DFF} ]コンパス[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
ボスと [Tag Ruby  val={03000900E3819FE3818BE38289} ]宝の[Tag Ruby  val={06000900E381B0E38197E38287} ]場所が わかるぞ！[KeyWait]
さらにっ！ カギが[Tag Ruby  val={03000600E381A1E3818B} ]近くにあると
[Tag Ruby  val={03000600E3818AE381A8} ]音で[Tag Ruby  val={03000300E38197} ]知らせる [Tag Ruby  val={03000600E38197E38293} ]新[Tag Ruby  val={06000900E3818DE381AEE38186} ]機能[Tag Ruby  val={03000300E381A4} ]付き！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]compass[Tag Color  val={EDEDEDFF} ]! Now you can see
where the chests and Nightmare are hidden![KeyWait][Tag PageBreak  ]This compass has a new feature—a tone
will tell you if a key is nearby![KeyWait]";"Vous avez obtenu la [Tag Color  val={D9456DFF} ]boussole[Tag Color  val={EDEDEDFF} ] !
Maintenant, vous pouvez voir où sont cachés
les coffres et le boss ![KeyWait]
Et si vous vous rapprochez d'une clé, un son
vous préviendra ! C'est ça le progrès...[KeyWait]";
"[Tag Color  val={D9456DFF} ][Tag Ruby  val={06000C00E3819BE3818DE3819EE38186} ]石像のクチバシ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381BF} ]見つけた！
フクロウの[Tag Ruby  val={06000C00E3819BE3818DE3819EE38186} ]石像を [Tag Ruby  val={03000600E38195E3818C} ]探そう[KeyWait]";"You found a [Tag Color  val={D9456DFF} ]stone beak[Tag Color  val={EDEDEDFF} ]! Now to find an
owl statue to fit it into...[KeyWait]";"Vous avez obtenu un [Tag Color  val={D9456DFF} ]bec de pierre[Tag Color  val={EDEDEDFF} ] !
Maintenant, il faut trouver une statue
de hibou...[KeyWait]";
"[Tag Color  val={D9456DFF} ]ボスのカギ[Tag Color  val={EDEDEDFF} ]を[Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
ボスの[Tag Ruby  val={06000600E381B8E38284} ]部屋のとびらを [Tag Ruby  val={03000300E38182} ]開けられるぞ[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Nightmare Key[Tag Color  val={EDEDEDFF} ]!
Now you can open the door to the 
Nightmare's lair![KeyWait]";"Vous avez obtenu la[Tag Color  val={D9456DFF} ] clé du boss [Tag Color  val={EDEDEDFF} ]!
Vous pouvez désormais ouvrir la porte
de la salle du boss ![KeyWait]";
"[Tag Color  val={D9456DFF} ][Tag Ruby  val={03000600E381A1E38184} ]小さなカギ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
カギのかかった とびらが[Tag Ruby  val={03000600E381B2E38289} ]開くぞ[KeyWait]";"You got a [Tag Color  val={D9456DFF} ]small key[Tag Color  val={EDEDEDFF} ]! It can open a
locked door.[KeyWait]";"Vous avez obtenu une [Tag Color  val={D9456DFF} ]petite clé[Tag Color  val={EDEDEDFF} ] !
Vous pouvez ouvrir une porte verrouillée ![KeyWait]";
"[Tag Color  val={D9456DFF} ]１ルピー[Tag Color  val={EDEDEDFF} ] [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！[KeyWait]";"You got [Tag Color  val={D9456DFF} ]1 rupee[Tag Color  val={EDEDEDFF} ]![KeyWait]";"Vous avez obtenu [Tag Color  val={D9456DFF} ]1 rubis[Tag Color  val={EDEDEDFF} ] ![KeyWait]";
"[Tag Color  val={D9456DFF} ]５ルピー[Tag Color  val={EDEDEDFF} ] [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！[KeyWait]";"You got [Tag Color  val={D9456DFF} ]5 rupees[Tag Color  val={EDEDEDFF} ]![KeyWait]";"Vous avez obtenu [Tag Color  val={D9456DFF} ]5 rubis[Tag Color  val={EDEDEDFF} ] ![KeyWait]";
"[Tag Color  val={D9456DFF} ]２０ルピー[Tag Color  val={EDEDEDFF} ] [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
ちょっと うれしい[KeyWait]";"You got [Tag Color  val={D9456DFF} ]20 rupees[Tag Color  val={EDEDEDFF} ]! JOY![KeyWait]";"Vous avez obtenu [Tag Color  val={D9456DFF} ]20 rubis[Tag Color  val={EDEDEDFF} ] !
Ô joie ![KeyWait]";
"[Tag Color  val={D9456DFF} ]５０ルピー[Tag Color  val={EDEDEDFF} ] [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
わりと うれしい[KeyWait]";"You got [Tag Color  val={D9456DFF} ]50 rupees[Tag Color  val={EDEDEDFF} ]! Very nice![KeyWait]";"Vous avez obtenu [Tag Color  val={D9456DFF} ]50 rubis[Tag Color  val={EDEDEDFF} ] !
Merveilleux ![KeyWait]";
"[Tag Color  val={D9456DFF} ]１００ルピー[Tag Color  val={EDEDEDFF} ] [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
かなり うれしい[KeyWait]";"You got [Tag Color  val={D9456DFF} ]100 rupees[Tag Color  val={EDEDEDFF} ]! You're happy![KeyWait]";"Vous avez obtenu [Tag Color  val={D9456DFF} ]100 rubis[Tag Color  val={EDEDEDFF} ] !
Fantastique ![KeyWait]";
"[Tag Color  val={D9456DFF} ]３００ルピー[Tag Color  val={EDEDEDFF} ] [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
めっちゃ うれしい！[KeyWait]";"You got [Tag Color  val={D9456DFF} ]300 rupees[Tag Color  val={EDEDEDFF} ]! You're overjoyed![KeyWait]";"Vous avez obtenu [Tag Color  val={D9456DFF} ]300 rubis[Tag Color  val={EDEDEDFF} ] !
Vous débordez de joie ![KeyWait]";
"やった！
[Tag Color  val={D9456DFF} ][Tag Ruby  val={06000C00E3818AE38186E38194E38293} ]黄金の[Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381BF} ]見つけた！[KeyWait]";"You found a [Tag Color  val={D9456DFF} ]golden leaf[Tag Color  val={EDEDEDFF} ]![KeyWait]";"Oui ! Vous avez trouvé une [Tag Color  val={D9456DFF} ]feuille d'or [Tag Color  val={EDEDEDFF} ]![KeyWait]";
"[Tag Color  val={D9456DFF} ][Tag Ruby  val={03000900E3818BE3818CE381BF} ]鏡の[Tag Ruby  val={03000600E3819FE381A6} ]盾[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
これで ビームも はね[Tag Ruby  val={03000600E3818BE38188} ]返せるぞ！[KeyWait]";"You got the [Tag Color  val={D9456DFF} ]Mirror Shield[Tag Color  val={EDEDEDFF} ]! You can
now turn back beams![KeyWait]";"Vous avez obtenu le [Tag Color  val={D9456DFF} ]bouclier-reflet [Tag Color  val={EDEDEDFF} ]!
Vous pouvez à présent renvoyer les rayons ![KeyWait]";
"[Tag Color  val={D9456DFF} ]パワフルブレスレット[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた
こんどは ゾウだって かつげるぞ！[KeyWait]";"You got a more [Tag Color  val={D9456DFF} ]Powerful Bracelet[Tag Color  val={EDEDEDFF} ]!
You feel like you could lift an elephant![KeyWait]";"Vous avez obtenu le[Tag Color  val={D9456DFF} ] super bracelet[Tag Color  val={EDEDEDFF} ] ! 
Vous pourriez même soulever un éléphant ![KeyWait]";
"[Tag Color  val={D9456DFF} ]ヒミツの[Tag Ruby  val={03000600E3818BE38184} ]貝がら[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
たくさん[Tag Ruby  val={03000600E38182E381A4} ]集めて いいモノをもらおう[KeyWait]";"You found a [Tag Color  val={D9456DFF} ]secret seashell[Tag Color  val={EDEDEDFF} ]! If you collect
a lot of these, there could be something
in it for you![KeyWait]";"Vous avez obtenu un [Tag Color  val={D9456DFF} ]coquillage[Tag Color  val={EDEDEDFF} ] !
Rassemblez-en beaucoup et vous pourriez
avoir de bonnes surprises ![KeyWait]";
"[Tag Color  val={D9456DFF} ]ヒミツの[Tag Ruby  val={03000600E3818BE38184} ]貝がら[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！
…[Tag Ruby  val={03000600E381AAE381AB} ]何に [Tag Ruby  val={03000600E381A4E3818B} ]使うんだろう？[KeyWait]";"You found a [Tag Color  val={D9456DFF} ]secret seashell[Tag Color  val={EDEDEDFF} ]!
...But what do you do with it?[KeyWait]";"Vous avez obtenu un [Tag Color  val={D9456DFF} ]coquillage[Tag Color  val={EDEDEDFF} ] !
À quoi peut-il bien servir ?[KeyWait]";
"[Tag Color  val={D9456DFF} ][Tag Ruby  val={06000C00E38288E38186E3819BE38184} ]妖精[Tag Color  val={EDEDEDFF} ]を ビンに[Tag Ruby  val={03000300E38184} ]入れた！
[Tag Ruby  val={03000600E381A4E3818B} ]使えば いつでもハート[Tag Ruby  val={06000C00E3818BE38184E381B5E3818F} ]回復！[KeyWait]";"You caught a [Tag Color  val={D9456DFF} ]fairy [Tag Color  val={EDEDEDFF} ]in the bottle. Set it free
anytime you want to get healed![KeyWait]";"Vous avez capturé une [Tag Color  val={D9456DFF} ]fée[Tag Color  val={EDEDEDFF} ] dans un flacon !
Libérez-la à tout moment pour qu'elle vous
soigne ![KeyWait]";
"これは [Tag Ruby  val={03000600E381BBE38293} ]本だなです[KeyWait][Tag PageBreak  ]えっ？ [Tag Ruby  val={03000300E38197} ]知ってるって？ あっそう[KeyWait]";"This is a bookshelf.[KeyWait][Tag PageBreak  ]What? You could see that? OK.[KeyWait]";"C'est une bibliothèque.[KeyWait][Tag PageBreak  ]Comment ? Vous aviez remarqué ? OK.[KeyWait]";
"[PlayerName] はタンスを[Tag Ruby  val={03000600E38197E38289} ]調べた[KeyWait][Tag PageBreak  ]ウーン なかなか いいタンスだ[KeyWait]";"[PlayerName] checked out the
dresser. Yep! Everything checks out![KeyWait]";"Vous avez inspecté la commode.[KeyWait][Tag PageBreak  ]Elle est très jolie.[KeyWait]";
"[PlayerName] は[Tag Ruby  val={03000300E381B2} ]引き[Tag Ruby  val={03000300E381A0} ]出しを[Tag Ruby  val={03000600E38197E38289} ]調べた[KeyWait][Tag PageBreak  ][Tag Ruby  val={03000300E3818D} ]気になるものは… [Tag Ruby  val={03000600E381A8E3818F} ]特になかった！[KeyWait]";"[PlayerName] checked the chest.
Wow! This is a nice chest![KeyWait]";"Vous avez regardé dans les tiroirs.[KeyWait][Tag PageBreak  ]Il n'y a rien... qui sorte de l'ordinaire ![KeyWait]";
