Japanese;English;French;
"[Tag Color  val={0001} ]ジャブー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]はね、[Tag Ruby  val={000200043044307E} ]今　アンタの[Tag Color  val={FFFF} ][Tag Color  val={0001} ][Tag Ruby  val={000200043057307E} ]島の[Tag Ruby  val={0002000430463089} ]裏の[Tag Ruby  val={0004000830693046304F3064} ]洞窟
[Tag Color  val={FFFF} ][Tag Color  val={0000} ]に[Tag Ruby  val={00020004304B304F} ]隠れているよ

でも、[Tag Color  val={FFFF} ][Tag Color  val={0001} ][Tag Ruby  val={000200023044} ]入り[Tag Ruby  val={0002000430503061} ]口[Tag Color  val={FFFF} ][Tag Color  val={0000} ]が[Tag Color  val={FFFF} ][Tag Color  val={0001} ][Tag Ruby  val={00020004304A304A} ]大きな[Tag Ruby  val={00040008304C309330703093} ]岩盤[Tag Color  val={FFFF} ][Tag Color  val={0000} ]で
ふさがれているから、[Tag Color  val={FFFF} ][Tag Color  val={0001} ][Tag Ruby  val={000200043053308F} ]壊さなきゃ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={00020004306A304B} ]中に[Tag Ruby  val={00020004306F3044} ]入れないってわけさ[Tag Color  val={FFFF} ]";"Right now, [Tag Color  val={0001} ]Jabun [Tag Color  val={FFFF} ][Tag Color  val={0000} ]is hiding in a [Tag Color  val={FFFF} ][Tag Color  val={0001} ]cave at the
back [Tag Color  val={FFFF} ][Tag Color  val={0000} ]of the [Tag Color  val={FFFF} ][Tag Color  val={0001} ]island you were born on[Tag Color  val={FFFF} ][Tag Color  val={0000} ].


But the [Tag Color  val={FFFF} ][Tag Color  val={0001} ]entrance[Tag Color  val={FFFF} ][Tag Color  val={0000} ] is blocked by a [Tag Color  val={FFFF} ][Tag Color  val={0001} ]giant
stone doorway[Tag Color  val={FFFF} ][Tag Color  val={0000} ]. You can't get in without
[Tag Color  val={FFFF} ][Tag Color  val={0001} ]breaking down[Tag Color  val={FFFF} ][Tag Color  val={0000} ] the door.[Tag Color  val={FFFF} ]";"Le vénérable [Tag Color  val={0001} ]Jabu [Tag Color  val={FFFF} ][Tag Color  val={0000} ]se cache actuellement
dans une [Tag Color  val={FFFF} ][Tag Color  val={0001} ]caverne derrière ton île[Tag Color  val={FFFF} ][Tag Color  val={0000} ].


Mais l'[Tag Color  val={FFFF} ][Tag Color  val={0001} ]entrée [Tag Color  val={FFFF} ][Tag Color  val={0000} ]de cette caverne est bouchée
par une [Tag Color  val={FFFF} ][Tag Color  val={0001} ]grosse stèle de pierre[Tag Color  val={FFFF} ][Tag Color  val={0000} ].
Il te faudra [Tag Color  val={FFFF} ][Tag Color  val={0001} ]briser[Tag Color  val={FFFF} ][Tag Color  val={0000} ] cette stèle,
si tu veux entrer dans la caverne.[Tag Color  val={FFFF} ]";
"[Tag Ruby  val={00020006308F305F3057} ]私らは[Tag Ruby  val={00040006305330933084} ]今夜は、[Tag Ruby  val={00020004307E3061} ]町でゆっくり
うまいものでも[Tag Ruby  val={00020002305F} ]食べて、[Tag Ruby  val={0004000430423059} ]明日の[Tag Ruby  val={0002000430423055} ]朝[Tag Ruby  val={00020004306F3084} ]早くに
プロロ[Tag Ruby  val={0002000430683046} ]島に[Tag Ruby  val={000200023044} ]行く　てはずさ
[Tag Color  val={0001} ][Tag Ruby  val={000400083053309330703093} ]今晩じゅう[Tag Color  val={FFFF} ][Tag Color  val={0000} ]にけりをつけたら
アンタの[Tag Ruby  val={00020002304B} ]勝ちってことにしてやる

モタモタしてたら、[Tag Ruby  val={0004000430423059} ]明日の[Tag Ruby  val={0002000430423055} ]朝
[Tag Ruby  val={00020006308F305F3057} ]私たちが[Tag Ruby  val={00020002306E} ]乗り[Tag Ruby  val={000200023053} ]込むからね！

[Tag Ruby  val={00020004306F3084} ]早く[Tag Ruby  val={000200023044} ]行きな！[Tag Color  val={FFFF} ]";"We're going to relax in town and eat our
fill of whatever this town has to offer,
but we'll be leaving for Outset first thing in
the morning.
If you manage to find Jabun[Tag Color  val={0001} ] tonight[Tag Color  val={FFFF} ][Tag Color  val={0000} ], then I
guess you win.


But if you take too long, we'll come sailing
right by you tomorrow morning! And believe
me, you didn't get ALL of our bombs.

You'd better be quick, kid![Tag Color  val={FFFF} ]";"Ce soir, nous devons rester sur l'île
et dîner tranquillement en ville.
C'est demain matin, très tôt, que nous
devons lever l'ancre pour l'île de l'Aurore.
Si tu pars [Tag Color  val={0001} ]ce soir[Tag Color  val={FFFF} ][Tag Color  val={0000} ], 
je me débrouillerai pour que tu arrives
avant nous.
J'arriverai bien à ralentir le mouvement.
Mais ne traîne pas ![Tag Color  val={FFFF} ]";
"お[Tag Ruby  val={00020004307E3048} ]前、スゴイな！
お[Tag Ruby  val={00020004307E3048} ]前の[Tag Ruby  val={000200023082} ]持っている[Tag Ruby  val={0002000430443057} ]石って、
テトラのアネキといっしょのヤツだろ？
それって、どうやって[Tag Ruby  val={000200043064304B} ]使うんだ？
それで、テトラのアネキと
[Tag Ruby  val={00020006306F306A3057} ]話ができるのか？
いいな～、いいな～";"Wow! Awesome! You have a stone just like
the one that Miss Tetra has!


Hey, how do you use that thing? Can you
talk to Miss Tetra through that?!
Man! You're so lucky!";"Incroyable !
Cette pierre que tu as là,
c'est la même que celle de Tetra, non ?
Comment elle s'utilise ?
Tu peux parler avec Tetra grâce à elle ?
C'est super !";
"お[Tag Ruby  val={00020004307E3048} ]前の[Tag Ruby  val={000200023082} ]持っている[Tag Ruby  val={0002000430443057} ]石をくれたら
[Tag Ruby  val={00040006305330763093} ]子分になってやってもいいぜ！

なあ、なあ、あの[Tag Ruby  val={0002000430443057} ]石、オイラにくれよ～
なあ～、なあ～";"If you give me that stone, I'll be your
swabbie! I swear I will!


Come on, please! Please give me that stone!
Please! I'm begging here!";"Si tu me donnes cette pierre,
j'accepte de travailler sous tes ordres !


Tu veux bien me la donner, dis ?
Hein, tu me la donnes ?";
"[Tag Color  val={0001} ]よはかねだ[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Plankton[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]pirates[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]たからあり[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Treasure[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]magot[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]おたからがっぽり[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Barnacle[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]deniers[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]かいぞくかぎょう[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Swabbies[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]partage[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]たからなし[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Chummily[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]trésor[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]かいぞくにくまず[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Schooner[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]rubis[Tag Color  val={FFFF} ]";
"お[Tag Ruby  val={00020004306D3052} ]願えします！
そこの[Tag Ruby  val={00020004307C3063} ]坊ちゃま、ぜひともお[Tag Ruby  val={00020004306D3052} ]願えします

[Tag Ruby  val={00020006304230633057} ]私の[Tag Ruby  val={00020004305F306E} ]頼みを[Tag Ruby  val={00020002304D} ]聞いてくだせえ～っ！

いいよ[Tag Color  val={0000} ]
やだ[Tag Color  val={FFFF} ]";"OH! Oh, if you please!
Young boy, there!
Please help me!

Please listen to my tale of woe!

Uh, OK
Eww, no!";"S'il vous plaît !!!
S'il vous plaît, jeune homme,
je vous en prie !

Écoutez ce que j'ai à vous demander !

D'accord
Pas le temps";
"ううう・・・[Tag Ruby  val={00020006304230633057} ]私の[Tag Ruby  val={00040006304B308F3044} ]可愛い[Tag Ruby  val={00040006304B308F3044} ]可愛い
ひとり[Tag Ruby  val={00020006308030593081} ]娘の[Tag Color  val={0001} ]マギー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]が、[Tag Ruby  val={0006000C307E30583085304630683046} ]魔獣島の[Tag Ruby  val={000400083042304F30683046} ]悪党どもに
とっ[Tag Ruby  val={000200043064304B} ]捕まっちまったんです！
やつら[Tag Ruby  val={00020004306A306B} ]何を[Tag Ruby  val={00020006304B3093304C} ]考えてやがるのか
[Tag Ruby  val={0004000630683057306F} ]年端もいかねえ[Tag Ruby  val={00040006304A306A3054} ]少女ばっかり
やたら[Tag Ruby  val={000200043055304C} ]探し[Tag Ruby  val={00020004307E308F} ]回りやがって・・・[Tag Color  val={FFFF} ]";"Ooh, hoo hoo! My sweet, sweet daughter!
My only daughter! Poor [Tag Color  val={0001} ]Maggie[Tag Color  val={FFFF} ][Tag Color  val={0000} ]... She was
captured by a bunch of villains and taken
to the Forsaken Fortress!
What on earth could those scoundrels want
with her? Are they just roaming around
looking for young maidens? Are they just
evil creatures who delight in mischief?[Tag Color  val={FFFF} ]";"Ouhhhh ! Ma belle petite fille,
ma fille unique, [Tag Color  val={0001} ]Maggy[Tag Color  val={FFFF} ][Tag Color  val={0000} ], a été enlevée et
elle est tenue prisonnière dans
un endroit horrible, la forteresse maudite !
Je ne sais pas
ce que ses ravisseurs lui veulent :
c'est une si jeune enfant !
Que puis-je faire ?...[Tag Color  val={FFFF} ]";
"お[Tag Ruby  val={00020004306D3052} ]願えしますだ！
[Tag Ruby  val={00020006308030593081} ]娘を[Tag Ruby  val={00020004305F3059} ]助けてやってくだせえ！
お[Tag Ruby  val={00020004306D3052} ]願えしますだ！";"Please! Please save my poor daughter!
I beg of you! Here I stand, begging!";"Je vous en prie !
Allez lui porter secours !
Je vous en supplie !";
"[Tag Ruby  val={00020004307C3063} ]坊ちゃま！
[Tag Ruby  val={00020006308030593081} ]娘の[Tag Color  val={0001} ]マギー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]を[Tag Ruby  val={00020004305F3059} ]助けてくれると
[Tag Ruby  val={000400083084304F305D304F} ]約束してくれたユーカンな[Tag Ruby  val={00020004307C3063} ]坊ちゃま！
[Tag Ruby  val={00020004306F3084} ]早く、[Tag Ruby  val={00020004306F3084} ]早くしてけろ[Tag Ruby  val={00020006308030593081} ]娘の[Tag Ruby  val={0002000430533068} ]事が[Tag Ruby  val={000400083057309330713044} ]心配で
[Tag Ruby  val={000200043088308B} ]夜もおちおち[Tag Ruby  val={00020004306D3080} ]眠れやしねえ・・・[Tag Color  val={FFFF} ]";"Young boy! Oh, brave young boy who
promised to rescue my daughter, [Tag Color  val={0001} ]Maggie[Tag Color  val={FFFF} ][Tag Color  val={0000} ]...
Hurry! You must hurry! You can't dawdle!

I'm so very worried about my daughter.
I can't even sleep at night...[Tag Color  val={FFFF} ]";"Jeune homme !
Courageux jeune homme qui avez promis de
délivrer ma fille [Tag Color  val={0001} ]Maggy[Tag Color  val={FFFF} ][Tag Color  val={0000} ]...
Faites vite, faites vite !
Je suis très inquiet pour elle.
Je n'arrive même plus à dormir la nuit...[Tag Color  val={FFFF} ]";
"・・・ひでえ～～～！
ひでえっす
こんなに[Tag Ruby  val={0004000830733093307C3046} ]貧乏で[Tag Ruby  val={0006000A304B308F3044305D3046} ]可哀想な[Tag Ruby  val={00020006304230633057} ]私の[Tag Ruby  val={00020004305F306E} ]頼み・・・
[Tag Ruby  val={00020002304D} ]聞いてくれたって
バチは[Tag Ruby  val={000200023042} ]当たらねえはずでしょ～！";"...That's terrible! Why, that's just...AWFUL!
TERRIBLE! You...mean child!


What harm could it possibly do you to
simply listen to the request of a poor and
miserable man like myself...?
What harm, I ask you?!";"... C'est horrible !
C'est trop horrible !


Que vous en coûterait-il d'écouter la prière
d'un homme pauvre et désespéré comme
moi ?... Que le Diable vous emporte !";
"けっ、もういいでさぁ！
[Tag Ruby  val={00020004307B304B} ]他の[Tag Ruby  val={000200043060308C} ]誰かに[Tag Ruby  val={00020004305F306E} ]頼んでみるだ";"Eh?! Then...fine! Begone with you, you
wretch! I will find another to ask!";"Bon... J'ai compris.
Je vais demander à quelqu'un d'autre
de m'aider.";
"[Tag Ruby  val={00020004306A306B} ]何とぞ[Tag Ruby  val={00020004306A306B} ]何とぞ
お[Tag Ruby  val={00020004306D3052} ]願えしますだ～！
[Tag Ruby  val={00040006304D305F3044} ]期待してますだ～！";"Please! Whatever you can do! Anything!
I beg of you! I PLEAD of you! Please!
I'm counting on you!";"Je vous en prie !
Je vous en supplie !
Faites ça pour moi !...";
"あっち[Tag Ruby  val={000200023044} ]行った、[Tag 4:36  ]ぺっぺっ";"Go away![Tag 4:36  ] Ptheh! Ptheh!";"Allez-vous-en ![Tag 4:36  ] Hors de ma vue ! Vite !";
"チキショウ！
ウチの[Tag Ruby  val={00020006308030593081} ]娘をさらったって
[Tag Ruby  val={000400083044306130823093} ]一文の[Tag Ruby  val={000200043068304F} ]得にもならねえってのに・・・！";"Well, crud!
Having a kidnapped daughter doesn't get
you a single Rupee, you know...!";"C'est horrible !
Ma fille a été enlevée et je n'ai pas
un sou pour lui venir en aide... !";
"[Tag Color  val={0001} ][Tag Ruby  val={0006000C307E30583085304630683046} ]魔獣島[Tag Color  val={FFFF} ][Tag Color  val={0000} ]の[Tag Ruby  val={000400083042304F30683046} ]悪党どもに
ぜひともヒトアワ
[Tag Ruby  val={000200023075} ]吹かせてやってくだせえ！[Tag Color  val={FFFF} ]";"I hope you'll give those scoundrels in the
[Tag Color  val={0001} ]Forsaken Fortress[Tag Color  val={FFFF} ][Tag Color  val={0000} ] a good scare! They'll
pay for what they've done! Oh, yes! Pay![Tag Color  val={FFFF} ]";"Et fichez une sacrée trouille
à ces affreux de la [Tag Color  val={0001} ]forteresse maudite[Tag Color  val={FFFF} ][Tag Color  val={0000} ] ![Tag Color  val={FFFF} ]";
"[Tag 4:270  ][Tag Ruby  val={00020006304D305F306A} ]汚イ[Tag Ruby  val={000200023066} ]手デ　サワルデナイ
[Tag Ruby  val={0006000A3076308C30443082306E} ]無礼者ッ！";"[Tag 4:270  ]Don't touch me with those filthy hands,
you mischievous little scamp!";"[Tag 4:270  ]Ôtez vos sales pattes de là,
mal élevé !";
"コノ[Tag Color  val={0001} ][Tag Ruby  val={0004000830793063305D3046} ]別荘[Tag Color  val={FFFF} ][Tag Color  val={0000} ]ノ　[Tag Ruby  val={0004000630513093308A} ]権利ハ
[Tag Ruby  val={00020002308F} ]我ガ　ゴ[Tag Ruby  val={000400083057308530583093} ]主人[Tag Ruby  val={000200043055307E} ]様ダケノ[Tag Ruby  val={000200043082306E} ]物ダッ！

[Tag Ruby  val={000200043051304C} ]汚ラワシイ[Tag Ruby  val={0002000430843064} ]奴メ・・・
[Tag Ruby  val={00020004304B3048} ]帰レ[Tag Ruby  val={00020004304B3048} ]帰レッ！[Tag Color  val={FFFF} ]";"Eh-HEM! This [Tag Color  val={0001} ]cabana[Tag Color  val={FFFF} ][Tag Color  val={0000} ] belongs to the
master, and the master alone!


You grimy, trespassing little scoundrel!
Away with you! AWAY, I say![Tag Color  val={FFFF} ]";"La propriétaire de cette [Tag Color  val={0001} ]île [Tag Color  val={FFFF} ][Tag Color  val={0000} ]possède la
jouissance exclusive de la villa.


Alors filez d'ici, horrible individu ![Tag Color  val={FFFF} ]";
"・・・ソンナ[Tag Ruby  val={000200043082306E} ]物ヲ　[Tag Ruby  val={00020008308F305F304F3057} ]私ニ
ドーシロト　[Tag Ruby  val={000200023044} ]言ウノダ？
[Tag Ruby  val={0006000A3076308C30443082306E} ]無礼者ッ！";"...And just what do you want me to do
with that bit of rubbish!?
You disrespectful, unwashed imp!";"... Que voulez-vous que je fasse de ça ?
Mal élevé !";
"[Tag 4:270  ]エーイ、[Tag Ruby  val={000200043051304C} ]汚ラワシイッ！
[Tag Ruby  val={00020006304D305F306A} ]汚イ[Tag Ruby  val={000200023066} ]手デ・・・";"[Tag 4:270  ]Ewww! Unclean! Most foul!
Don't lay those grungy hands...";"[Tag 4:270  ]Hé, mal élevé !
Ôtez vos sales pattes...";
"ン？
ソ・・・ソレハッ！";"Wait... Tha...?
Tha... That's—!?!";"Hein ?
Mais qu'est-ce que c'est que ça ?";
"[Tag Ruby  val={00020004306A3093} ]何ト・・・
アナタ　[Tag Ruby  val={000200063042305F3089} ]新シイ　ゴ[Tag Ruby  val={000400083057308530583093} ]主人[Tag Ruby  val={000200043055307E} ]様
ダッタノデスカッ！
・・・[Tag Color  val={0001} ][PlayerName][Tag Color  val={FFFF} ][Tag Color  val={0000} ][Tag Ruby  val={000200043069306E} ]殿ト　[Tag Ruby  val={000200023044} ]言ウノデスナ？
ン～～～～～～～～～～～
[Tag Ruby  val={000200023088} ]良イ[Tag Ruby  val={00020002306A} ]名ヲ　シテ　イラッシャル・・・[Tag Color  val={FFFF} ]";"Why that's the...
Are you... Are you the new master?!
...Are you Master [Tag Color  val={0001} ][PlayerName][Tag Color  val={FFFF} ][Tag Color  val={0000} ]?

[Tag 4:272  ]Ah...
I am so pleased to hear that name![Tag Color  val={FFFF} ]";"Vous êtes donc le nouveau propriétaire de
l'île ?


... Et vous vous appelez [Tag Color  val={0001} ][PlayerName][Tag Color  val={FFFF} ][Tag Color  val={0000} ] ?
[Tag 4:272  ]Ah... Ah bon...
Joli prénom ![Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ][PlayerName][Tag Color  val={FFFF} ][Tag Color  val={0000} ][Tag Ruby  val={000200043069306E} ]殿・・・


ドアハ　ヤサシク　シメテネ[Tag 4:271  ][HeartIcon][Tag Color  val={FFFF} ]";"Master [Tag Color  val={0001} ][PlayerName][Tag Color  val={FFFF} ][Tag Color  val={0000} ]...



Please be gentle on this fine door[Tag Color  val={0000} ]![Tag Color  val={0000} ][Tag Color  val={FFFF} ][Tag Color  val={0000} ][Tag Color  val={0000} ][Tag 4:271  ][Tag Color  val={0000} ][HeartIcon][Tag Color  val={FFFF} ]";"Veuillez refermer la porte délicatement, 
[Tag Color  val={0001} ][PlayerName] [Tag Color  val={FFFF} ][Tag Color  val={0000} ][HeartIcon][Tag Color  val={0000} ][Tag 4:271  ][Tag Color  val={0000} ].[Tag Color  val={FFFF} ]";
"ヤヤ、[Tag Ruby  val={000200043064304E} ]次ノ[Tag Ruby  val={000200023048} ]絵ヲ　[Tag Ruby  val={000400083058308530933073} ]準備スルマデ
[Tag Ruby  val={0004000C305730873046305730873046} ]少々　[Tag Ruby  val={00020004305D3068} ]外デ　オ[Tag Ruby  val={00020002307E} ]待チ[Tag Ruby  val={00020004304F3060} ]下サイ・・・";"I must apologize. It will take me just a
moment to prepare the next picture.
Please, if you could briefly wait outside...";"Veuillez sortir quelques instants,
pour que je puisse préparer le prochain
puzzle.";
"ヤヤ、ゴ[Tag Ruby  val={000400083057308530583093} ]主人[Tag Ruby  val={000200043055307E} ]様！
[Tag Color  val={0001} ][Tag Ruby  val={00040006304D305E304F} ]貴族ノ　タシナミ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]ニ[Tag Ruby  val={00040008304D30873046307F} ]興味ガ　オアリデスカ？

[Tag Ruby  val={00040008304D30873046307F} ]興味ある
[Tag Ruby  val={00040008304D30873046307F} ]興味なし[Tag Color  val={FFFF} ]";"[Tag 4:273  ]Ah, Master! Do you have an interest in the
[Tag Color  val={0001} ]amusements of nobility[Tag Color  val={FFFF} ][Tag Color  val={0000} ]?

I do, indeed
Not in the least[Tag Color  val={FFFF} ]";"[Tag 4:273  ]Dites, patron !



Souhaitez-vous vous adonner à un
[Tag Color  val={0001} ]passe-temps d'aristocrate[Tag Color  val={FFFF} ][Tag Color  val={0000} ] ?

Oui
Non[Tag Color  val={FFFF} ]";
"デハ・・・[Tag Ruby  val={0004000630863046304E} ]遊戯ノ　[Tag Ruby  val={00040008305B306430813044} ]説明ヲ
オ[Tag Ruby  val={00020002304D} ]聞キニ　ナラレマスカ？

[Tag Ruby  val={00020002304D} ]聞く
[Tag Ruby  val={00020002304D} ]聞かない";"Well, in that case, would you care to hear
an explanation of the game?

Indeed I would
No, thank you";"Je vous explique les règles du jeu ?

D'accord
Inutile";
"ブルブルッ！！
ゴ[Tag Ruby  val={000400083057308530583093} ]主人[Tag Ruby  val={000200043055307E} ]様、ツマラナイ[Tag Ruby  val={000200043082306E} ]物ヲ
モウシワケ　アリマセンッ！";"[Tag 4:274  ]Bzzzt! Of course! Bzzzt!
Sorry to bother you with such trifling
things, Master! Awfully sorry!";"[Tag 4:274  ]Oh !
Excusez-moi de vous avoir importuné.";
"デハ、ゴユックリ　ドーゾ";"Very good, Master. Please enjoy yourself.";"Alors, allez-y. 
Prenez tout votre temps.";
"[LS]デ　[Tag Ruby  val={000400083058308730463052} ]上下[Tag Ruby  val={00040006305530863046} ]左右ニ
パネルヲ　[Tag Ruby  val={0002000430463054} ]動カシテ
[Tag Ruby  val={000200023048} ]絵ヲ　ソロエテ　[Tag Ruby  val={00020004304F3060} ]下サイマセ
[Tag Ruby  val={00040006305530443054} ]最後ニ　[Tag Color  val={0001} ][Tag Ruby  val={00040008307F304E30463048} ]右上ノ　スミ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]ニ
[Tag Ruby  val={00020008308F305F304F3057} ]私ガ　パネルヲ　ハメコンデ
[Tag Ruby  val={00040008304B3093305B3044} ]完成ト　ナリマス[Tag Color  val={FFFF} ]";"Please tilt [LS] up, down, left, or right
to move the panels and try to arrange the
picture. I will place the final panel in the
[Tag Color  val={0001} ]top-right space[Tag Color  val={FFFF} ][Tag Color  val={0000} ] to complete the painting.
Oh, and, Master! Please bear in mind that
this game is for amusement only. If you are
successful, all I can offer as a reward is
money! Do remember that![Tag Color  val={FFFF} ]";"Utilisez [LS] pour bouger les panneaux dans
les quatre directions, afin de reconstituer
le dessin.

J'ajouterai le dernier panneau,
dans le [Tag Color  val={0001} ]coin en haut à droite[Tag Color  val={FFFF} ][Tag Color  val={0000} ].[Tag Color  val={FFFF} ]";
"オ[Tag Ruby  val={00020002308F} ]分カリニ　ナラレマシタ？

[Tag Ruby  val={00020002308F} ]分かりました
[Tag Ruby  val={00020002308F} ]分かりません・・・";"Do you understand the game?

Most certainly
The rules escape me";"Vous avez bien compris ?

C'est compris
Non, pas très bien...";
"アラアラ・・・
[Tag Ruby  val={000200023061} ]血ノ　メグリノ[Tag Ruby  val={00020004308F308B} ]悪イ　ゴ[Tag Ruby  val={0006000C30573085305830933055307E} ]主人様ダ
モウ[Tag Ruby  val={00040006304430613069} ]一度　ゴ[Tag Ruby  val={00040008305B306430813044} ]説明シマス";"My goodness gracious...
Master has some difficulty circulating blood
to his brain, does he not? Most unfortunate.
I shall explain again, Master.";"Oh !
Vous le faites exprès, patron ?
Bon, je répète.";
"オヤメニ　ナリマスカ？

つづける
やめる";"Do you wish to quit?

I will continue
Sadly, I must quit";"Souhaitez-vous arrêter ?

Continuer
Arrêter";
"ツマラナイ[Tag Ruby  val={000200043082306E} ]物ヲ　モウシワケ　アリマセン！
アア、[Tag Ruby  val={000200043064307F} ]罪ノ[Tag Ruby  val={0004000630443057304D} ]意識デ　[Tag Ruby  val={00020002304D} ]気ガ[Tag Ruby  val={000200043068304A} ]遠クナル・・・
グワーーーーッ！";"[Tag 4:274  ]I am sorry to have bothered you with such
a trifling thing! Most terribly sorry!


Ah! All of a sudden, I have become
painfully aware of my existence as a door.
[Tag 4:275  ]Wah! Waaaaaah!";"[Tag 4:274  ]Pardon de vous avoir fait perdre votre
temps avec un jeu aussi ennuyeux !
C'est ma faute, pardonnez-moi !!!
Aaaaahhhh... ![Tag 4:275  ]";
"サスガ　ゴ[Tag Ruby  val={0006000C30573085305830933055307E} ]主人様・・・
マサニ　[Tag Ruby  val={00040006304D305E304F} ]貴族ノ　[Tag Ruby  val={0004000830463067307E3048} ]腕前！
[Tag Ruby  val={00040006305130443044} ]敬意ヲ[Tag Ruby  val={00020006307230873046} ]評シテ　コレヲ　[Tag Ruby  val={000200023055} ]差シ[Tag Ruby  val={000200023042} ]上ゲマス！
サア、[Tag Ruby  val={000200023046} ]受ケ[Tag Ruby  val={000200023068} ]取ッテ[Tag Ruby  val={00020004304F3060} ]下サイ";"Well done, Master... Well done, indeed!
You are among the most talented
gamesmiths of the noble classes!

I offer you this as an expression of my
respect and admiration of your skills.
Please accept it!";"Ah... On voit que c'est vous le patron !
Vous avez bien l'adresse d'un aristocrate !
Permettez-moi de vous témoigner tout mon
respect avec ceci...";
"[Tag Ruby  val={00040006306030443058} ]大事ニ　[Tag Ruby  val={000200043064304B} ]使ッテネ[HeartIcon]";"Use it wisely. [Tag 4:276  ][Tag Color  val={0001} ][HeartIcon][Tag Color  val={FFFF} ]";"J'espère que vous en aurez l'usage [HeartIcon][Tag 4:276  ] !";
"んー
・・・どうかなぁ？
[Tag 4:52  ][Tag Ruby  val={00020004304D307F} ]君のような[Tag Ruby  val={0004000A305730873046306D3093} ]少年ではどうかなぁ？";"Hmmm...
I wonder...
[Tag 4:52  ]I wonder if a boy like you will do...";"Hein ?
Que...
[Tag 4:52  ]Que fais-tu là, jeune homme ?";
"・・・いえね？
ひとり[Tag Ruby  val={00020006308030593081} ]娘の[Tag Color  val={0001} ]ムール[Tag Color  val={FFFF} ][Tag Color  val={0000} ]が[Tag Color  val={FFFF} ][Tag Color  val={0001} ][Tag Ruby  val={0006000C307E30583085304630683046} ]魔獣島[Tag Color  val={FFFF} ][Tag Color  val={0000} ]という
[Tag Ruby  val={00020004304A305D} ]恐ろしい[Tag Ruby  val={000200043057307E} ]島に[Tag Ruby  val={000200023064} ]連れ[Tag Ruby  val={000200023055} ]去られてしまいまして
それはもう[Tag Ruby  val={00040008304A304A305C3044} ]大勢に[Tag Ruby  val={0004000C304D30853046305730853064} ]救出を
[Tag Ruby  val={00040006304430893044} ]依頼しているのですが
いわゆる[Tag Ruby  val={00040008306A309330533046} ]難航[Tag Ruby  val={00040004304E307F} ]気味のようでして・・・[Tag Color  val={FFFF} ]";"...It's difficult to tell. Yes. Difficult.
You see, my one and only daughter, [Tag Color  val={0001} ]Mila[Tag Color  val={FFFF} ][Tag Color  val={0000} ],
was taken away from me to a frightening
place called the [Tag Color  val={FFFF} ][Tag Color  val={0001} ]Forsaken Fortress[Tag Color  val={FFFF} ][Tag Color  val={0000} ]...
I have asked many to rescue her, but it
seems to be a difficult voyage to that
cursed place...[Tag Color  val={FFFF} ]";"Tu ne réponds pas ?
[Tag Color  val={0001} ]Mina[Tag Color  val={FFFF} ][Tag Color  val={0000} ], ma fille unique, s'est fait enlever et
il paraît qu'on la retient dans 
une île effrayante, la [Tag Color  val={FFFF} ][Tag Color  val={0001} ]forteresse maudite[Tag Color  val={FFFF} ][Tag Color  val={0000} ].

J'ai déjà demandé à plusieurs personnes
de lui porter secours, mais cette île 
semble quasi inaccessible...[Tag Color  val={FFFF} ]";
"[Tag Ruby  val={00020004304D307F} ]君のような[Tag Ruby  val={0004000A305730873046306D3093} ]少年に[Tag Ruby  val={00020004305F306E} ]頼むのも
まことにどうかと[Tag Ruby  val={00020004304A3082} ]思うのですが・・・

[Tag Ruby  val={00020006308030593081} ]娘のためにひとはだ[Tag Ruby  val={00020002306C} ]脱いで
もらえませんかね？

いいよ
やだ";"I sincerely wonder about the wisdom of
asking a boy like you to do this...


But would you lend a hand to help rescue
my precious daughter?

Sure
No way";"Toi qui es jeune,
peux-tu faire quelque chose ?
Je t'en prie !! Aide-moi...

Veux-tu bien m'aider à retrouver ma fille ?

C'est d'accord !
Pas le temps !";
